"","REESSB","Year","Scenario"
"211",-2.33774161822212,2019,32
"212",NA,2020,32
"213",-2.91727966750102,2021,32
"214",NA,2022,32
"215",-7.65695307702211,2023,32
"216",NA,2024,32
"217",-5.75647072270552,2025,32
"218",NA,2026,32
"219",-6.09069929620123,2027,32
"220",NA,2028,32
"221",-8.52827973814561,2029,32
"222",NA,2030,32
"223",-9.96049181371739,2031,32
"224",NA,2032,32
"225",-12.52720926181,2033,32
"226",NA,2034,32
"227",-13.8475432628024,2035,32
"228",NA,2036,32
"229",-11.9142347928429,2037,32
"230",NA,2038,32
"231",-12.2176472626824,2039,32
