"","SSBratiot","Time","Scenario"
"143",0.989910583268325,"Short-term",1
"144",1.04726812185002,"Short-term",1
"145",1.07172804613522,"Short-term",1
"146",1.0021492894756,"Short-term",1
"147",1.02669899123346,"Short-term",1
"148",1.08050527209723,"Short-term",1
"149",1.02188213867506,"Short-term",1
"150",1.05553040681256,"Short-term",1
"151",1.08914885275363,"Short-term",1
"152",1.0189164631571,"Short-term",1
"153",1.05415236383478,"Short-term",1
"154",1.12306881263356,"Short-term",1
"155",1.04250636960182,"Short-term",1
"156",1.05757465767629,"Short-term",1
"157",1.05744674357105,"Short-term",1
"158",1.02543472003387,"Short-term",1
"159",1.05570575207269,"Short-term",1
"160",1.07855639129017,"Short-term",1
"161",1.01614849034954,"Short-term",1
"162",1.01721376254007,"Short-term",1
"163",1.02892691366057,"Short-term",1
"164",1.00679732980369,"Short-term",1
"165",1.05918368239274,"Short-term",1
"166",1.03511672610669,"Short-term",1
"167",1.0268874431773,"Short-term",1
"168",1.04010726984106,"Short-term",1
"169",0.996327704628409,"Short-term",1
"170",0.983434119497051,"Short-term",1
"171",1.0498154909491,"Short-term",1
"172",1.00420826994593,"Short-term",1
"173",1.0489824630975,"Short-term",1
"174",1.01964303324617,"Short-term",1
"175",1.01377244101143,"Short-term",1
"176",1.06476582672542,"Short-term",1
"177",1.02595207429467,"Short-term",1
"178",1.03320557435185,"Short-term",1
"179",1.01277771186268,"Short-term",1
"180",1.0771921844031,"Short-term",1
"181",0.995863702390294,"Short-term",1
"182",1.08205278861506,"Short-term",1
"183",1.02995089194473,"Short-term",1
"184",0.963794732387475,"Short-term",1
"185",1.03956026605969,"Short-term",1
"186",1.08368681794477,"Short-term",1
"187",0.99437154205741,"Short-term",1
"188",1.09609204373691,"Short-term",1
"189",1.05701509885494,"Short-term",1
"190",1.02283387739646,"Short-term",1
"191",1.08646160244503,"Short-term",1
"192",1.06066786958023,"Short-term",1
"193",1.10798095086298,"Short-term",1
"194",1.01645792348711,"Short-term",1
"195",1.00913328674429,"Short-term",1
"196",1.08637569454879,"Short-term",1
"197",1.04351565768581,"Short-term",1
"198",1.03582392225319,"Short-term",1
"199",1.0483710607066,"Short-term",1
"200",1.02794228815961,"Short-term",1
"201",1.02533597703539,"Short-term",1
"202",0.995009021104906,"Short-term",1
"203",1.033036490661,"Short-term",1
"204",1.06995588759384,"Short-term",1
"205",1.066302579082,"Short-term",1
"206",0.992212772433492,"Short-term",1
"207",1.04823231621211,"Short-term",1
"208",0.935246632421593,"Short-term",1
"209",1.06124573606661,"Short-term",1
"210",1.07711203217446,"Short-term",1
"211",1.03420875642922,"Short-term",1
"212",1.03690682680254,"Short-term",1
"213",0.983980408433418,"Short-term",1
"214",1.02294659648884,"Short-term",1
"215",1.03241258234657,"Short-term",1
"216",1.12209891426504,"Short-term",1
"217",1.07952591142733,"Short-term",1
"218",1.08074578685057,"Short-term",1
"219",1.11359040870559,"Short-term",1
"220",1.06338150406821,"Short-term",1
"221",1.08644105999747,"Short-term",1
"222",1.06563292000977,"Short-term",1
"223",1.1409369770965,"Short-term",1
"224",1.04239893801592,"Short-term",1
"225",1.0472002732275,"Short-term",1
"226",1.06153781403466,"Short-term",1
"227",1.02376476005324,"Short-term",1
"228",1.03071801565186,"Short-term",1
"229",1.11042863226337,"Short-term",1
"230",0.993329428162909,"Short-term",1
"231",1.03967768428114,"Short-term",1
"232",1.05250388794222,"Short-term",1
"233",1.01072516855168,"Short-term",1
"234",1.00362720720784,"Short-term",1
"235",0.995257404583956,"Short-term",1
"236",0.930866297272291,"Short-term",1
"237",1.08439596339539,"Short-term",1
"238",1.08011099612463,"Short-term",1
"239",1.06601858502339,"Short-term",1
"240",1.06763334549268,"Short-term",1
"241",0.990370986587616,"Short-term",1
"242",0.991536373272292,"Short-term",1
"243",1.00706708910991,"Short-term",1
"244",1.10578494246731,"Short-term",1
"245",1.08065323904886,"Short-term",1
"246",1.0616218685385,"Short-term",1
"247",1.02639258253953,"Short-term",1
"248",1.07457333107108,"Short-term",1
"249",1.06342020928869,"Short-term",1
"250",1.08965004156885,"Short-term",1
"251",1.06253623812997,"Short-term",1
"252",0.993066696177985,"Short-term",1
"253",1.07689632697727,"Short-term",1
"254",1.03799082045839,"Short-term",1
"255",1.05253983155938,"Short-term",1
"256",1.09800172053297,"Short-term",1
"257",1.07323794796086,"Short-term",1
"258",1.0408056242994,"Short-term",1
"259",1.02486140405868,"Short-term",1
"260",1.12091459649821,"Short-term",1
"261",1.02588264281257,"Short-term",1
"262",1.19785198149247,"Short-term",1
"263",1.00091841069455,"Short-term",1
"264",1.02437751126987,"Short-term",1
"265",1.11267191528975,"Short-term",1
"266",1.1034241519833,"Short-term",1
"267",1.06133184020418,"Short-term",1
"268",1.00581495655648,"Short-term",1
"269",1.08956917121887,"Short-term",1
"270",1.04903435404396,"Short-term",1
"271",1.01316693466176,"Short-term",1
"272",1.05720462370016,"Short-term",1
"273",1.03014783182104,"Short-term",1
"274",1.06948222615524,"Short-term",1
"275",1.03624629788785,"Short-term",1
"276",1.09376217069129,"Short-term",1
"277",1.04440808949968,"Short-term",1
"278",1.05885197043483,"Short-term",1
"279",1.02545437849281,"Short-term",1
"280",1.08461893481706,"Short-term",1
"281",1.00967793191518,"Short-term",1
"282",1.0932107754824,"Short-term",1
"283",1.07283575852926,"Short-term",1
"284",0.980915864805091,"Short-term",1
"285",1.00257069373232,"Short-term",1
"286",1.08551066658725,"Short-term",1
"287",1.05822023671101,"Short-term",1
"288",1.14267368676143,"Short-term",1
"289",1.12253096684386,"Short-term",1
"290",1.02528884089927,"Short-term",1
"291",1.0547055633944,"Short-term",1
"292",1.04627540704553,"Short-term",1
"293",1.05715463189166,"Short-term",1
"294",1.03910959708571,"Short-term",1
"295",1.04437429196027,"Short-term",1
"296",1.03856701735331,"Short-term",1
"297",1.04631305411852,"Short-term",1
"298",1.05066861445314,"Short-term",1
"299",1.08404533301922,"Short-term",1
"300",1.02472614694215,"Short-term",1
"301",1.01740590774101,"Short-term",1
"302",1.00426267293379,"Short-term",1
"303",1.11534273315209,"Short-term",1
"304",1.0493908545967,"Short-term",1
"305",1.07247474998933,"Short-term",1
"306",1.13645552345073,"Short-term",1
"307",1.0706026427362,"Short-term",1
"308",1.06949063951324,"Short-term",1
"309",1.11148502069168,"Short-term",1
"310",1.05875586777738,"Short-term",1
"311",1.03163667996373,"Short-term",1
"312",1.08695226719257,"Short-term",1
"313",1.0500705702469,"Short-term",1
"314",1.02133790734359,"Short-term",1
"315",1.08964637752128,"Short-term",1
"316",1.09644961207218,"Short-term",1
"317",1.01896077064162,"Short-term",1
"318",1.0465917521655,"Short-term",1
"319",1.0397485786876,"Short-term",1
"320",1.14535835772512,"Short-term",1
"321",1.06376108023476,"Short-term",1
"322",1.04389868515175,"Short-term",1
"323",1.08920302821529,"Short-term",1
"324",1.01309838153295,"Short-term",1
"325",1.04082767306513,"Short-term",1
"326",1.06352707808014,"Short-term",1
"327",1.00743819545525,"Short-term",1
"328",1.0978860330669,"Short-term",1
"329",1.04344009819855,"Short-term",1
"330",1.04751658964534,"Short-term",1
"331",1.01854075949199,"Short-term",1
"332",1.06344292792017,"Short-term",1
"333",1.03484581435169,"Short-term",1
"334",1.08413575016826,"Short-term",1
"335",1.03762095761007,"Short-term",1
"336",1.03430509685468,"Short-term",1
"337",1.06018447493304,"Short-term",1
"338",1.09652124445247,"Short-term",1
"339",1.01077254476567,"Short-term",1
"340",1.03564092138934,"Short-term",1
"341",1.08191781700215,"Short-term",1
"342",1.07225591323975,"Short-term",1
"343",1.06025955649626,"Short-term",1
"344",1.01961668290835,"Short-term",1
"345",1.03617707855824,"Short-term",1
"346",1.03964738187701,"Short-term",1
"347",1.04282453810976,"Short-term",1
"348",1.02673027715984,"Short-term",1
"349",0.983367143915098,"Short-term",1
"350",1.04338785359919,"Short-term",1
"351",1.04633559913162,"Short-term",1
"352",1.0559192392208,"Short-term",1
"353",1.04325276032403,"Short-term",1
"354",1.03438310134747,"Short-term",1
"355",1.03745251853957,"Short-term",1
"356",1.01628724655268,"Short-term",1
"357",1.02970896506192,"Short-term",1
"358",1.07680458953611,"Short-term",1
"359",0.997522171934364,"Short-term",1
"360",1.02543211320949,"Short-term",1
"361",1.12183158160239,"Short-term",1
"362",1.10085477277799,"Short-term",1
"363",1.03588441997797,"Short-term",1
"364",1.00218008276837,"Short-term",1
"365",1.04098415531879,"Short-term",1
"366",1.04210762202021,"Short-term",1
"367",1.07389187227153,"Short-term",1
"368",1.03183514027461,"Short-term",1
"369",1.01837394982371,"Short-term",1
"370",1.03788758772621,"Short-term",1
"371",1.21742478072536,"Short-term",1
"372",1.08028868442214,"Short-term",1
"373",0.998661134959786,"Short-term",1
"374",1.03811929576625,"Short-term",1
"375",1.07298906950945,"Short-term",1
"376",1.06255744759954,"Short-term",1
"377",1.05041579991933,"Short-term",1
"378",1.04309828041632,"Short-term",1
"379",1.03113263201807,"Short-term",1
"380",1.00536968414596,"Short-term",1
"381",1.07666371179835,"Short-term",1
"382",1.03411819486003,"Short-term",1
"383",1.06739815905725,"Short-term",1
"384",1.05377712369692,"Short-term",1
"385",1.00004184188601,"Short-term",1
"386",1.06701228803858,"Short-term",1
"387",1.06708184329477,"Short-term",1
"388",1.03131018142804,"Short-term",1
"389",1.0263453553702,"Short-term",1
"390",1.01409052677215,"Short-term",1
"391",1.06485106542542,"Short-term",1
"392",1.03316262942733,"Short-term",1
"393",1.06376318716546,"Short-term",1
"394",0.954140319382019,"Short-term",1
"395",1.03918106827699,"Short-term",1
"396",1.05816124884912,"Short-term",1
"397",0.988232425591924,"Short-term",1
"398",1.02457570930523,"Short-term",1
"399",1.08839348051286,"Short-term",1
"400",1.12631229026226,"Short-term",1
"401",1.04408823411167,"Short-term",1
"402",1.0915553865897,"Short-term",1
"403",1.03125190901071,"Short-term",1
"404",1.05843273068807,"Short-term",1
"405",1.03679476618411,"Short-term",1
"406",1.02626477712063,"Short-term",1
"407",1.06015889206506,"Short-term",1
"408",1.04620403269959,"Short-term",1
"409",1.09047716348705,"Short-term",1
"410",1.03445952985058,"Short-term",1
"411",1.06438488336612,"Short-term",1
"412",1.06536119196259,"Short-term",1
"413",1.0206284991874,"Short-term",1
"414",1.0197415081916,"Short-term",1
"415",1.01275719455579,"Short-term",1
"416",1.03353930714654,"Short-term",1
"417",1.06570774588042,"Short-term",1
"418",1.04656302162937,"Short-term",1
"419",1.03923613745943,"Short-term",1
"420",1.07718844581338,"Short-term",1
"421",0.938936453697407,"Short-term",1
"422",1.08333329907927,"Short-term",1
"423",1.08325711781105,"Short-term",1
"424",1.09101620662116,"Short-term",1
"425",1.02813947128666,"Short-term",1
"426",0.968722998448333,"Short-term",1
"427",1.06690998192508,"Short-term",1
"428",1.09087032450406,"Short-term",1
"429",1.01892888593223,"Short-term",1
"430",1.11655120527446,"Short-term",1
"431",1.03752927415574,"Short-term",1
"432",1.03133872475568,"Short-term",1
"433",1.04595184287073,"Short-term",1
"434",1.04919689231864,"Short-term",1
"435",1.02195180684223,"Short-term",1
"436",1.0669139341682,"Short-term",1
"437",1.14306292385179,"Short-term",1
"438",1.02285422893883,"Short-term",1
"439",1.09059623820425,"Short-term",1
"440",1.03185015463799,"Short-term",1
"441",1.06177575600859,"Short-term",1
"442",1.01991894907161,"Short-term",1
"443",1.03669414832858,"Short-term",1
"444",1.03523328843226,"Short-term",1
"445",1.03358582146934,"Short-term",1
"446",1.08148657398054,"Short-term",1
"447",1.06954937822077,"Short-term",1
"448",0.993860620066063,"Short-term",1
"449",1.0597614681488,"Short-term",1
"450",1.05741686027531,"Short-term",1
"451",1.02255321877024,"Short-term",1
"452",0.965811718053492,"Short-term",1
"453",1.00069202314231,"Short-term",1
"454",1.13061457144237,"Short-term",1
"455",1.06364057868122,"Short-term",1
"456",1.11990305290988,"Short-term",1
"457",1.04576849700644,"Short-term",1
"458",1.07008987473212,"Short-term",1
"459",0.988557804233292,"Short-term",1
"460",1.02882613981943,"Short-term",1
"461",1.04553555344665,"Short-term",1
"462",1.08200080027462,"Short-term",1
"463",0.956262787226742,"Short-term",1
"464",1.05673786772177,"Short-term",1
"465",1.10017057231678,"Short-term",1
"466",1.09715487713453,"Short-term",1
"467",1.07455202555201,"Short-term",1
"468",1.08537129094065,"Short-term",1
"469",1.04152830709755,"Short-term",1
"470",1.06856552131239,"Short-term",1
"471",1.10205324733931,"Short-term",1
"472",1.03266379561468,"Short-term",1
"473",1.07446227505661,"Short-term",1
"474",1.04587060117867,"Short-term",1
"475",1.07662363218054,"Short-term",1
"476",1.04329993709815,"Short-term",1
"477",1.03647653110144,"Short-term",1
"478",1.08397761577282,"Short-term",1
"479",1.10270543470853,"Short-term",1
"480",1.0727328249555,"Short-term",1
"481",0.982806428467844,"Short-term",1
"482",1.045468455568,"Short-term",1
"483",1.01703014842039,"Short-term",1
"484",1.11048103063149,"Short-term",1
"485",1.01005087454787,"Short-term",1
"486",0.918112620632751,"Short-term",1
"487",1.12199267540761,"Short-term",1
"488",1.05330062577867,"Short-term",1
"489",1.05050184343339,"Short-term",1
"490",1.03360047168068,"Short-term",1
"491",1.03214906626843,"Short-term",1
"492",1.11494097272697,"Short-term",1
"493",1.07407658461871,"Short-term",1
"494",1.0848175871778,"Short-term",1
"495",0.999312832905305,"Short-term",1
"496",1.03857349611201,"Short-term",1
"497",1.08210023990047,"Short-term",1
"498",1.03765083401155,"Short-term",1
"499",1.07674315350959,"Short-term",1
"500",1.02782850708178,"Short-term",1
"501",1.01557106142748,"Short-term",1
"502",0.994365934903439,"Short-term",1
"503",1.08264178855239,"Short-term",1
"504",1.02511457392586,"Short-term",1
"505",1.04189096150025,"Short-term",1
"506",1.05660905554329,"Short-term",1
"507",1.0501130387497,"Short-term",1
"508",1.03487172311061,"Short-term",1
"509",1.027061708358,"Short-term",1
"510",0.984395404792426,"Short-term",1
"511",1.08704175953064,"Short-term",1
"512",1.03177658689823,"Short-term",1
"513",1.01422865281479,"Short-term",1
"514",1.03170726364584,"Short-term",1
"515",1.06984527655008,"Short-term",1
"516",1.09268198221836,"Short-term",1
"517",1.00926540876788,"Short-term",1
"518",1.04073069944062,"Short-term",1
"519",1.01264497365907,"Short-term",1
"520",1.09444538294417,"Short-term",1
"521",1.04663416004836,"Short-term",1
"522",1.01995113870784,"Short-term",1
"523",1.05041668812277,"Short-term",1
"524",0.970514133458286,"Short-term",1
"525",1.03391217130255,"Short-term",1
"526",1.07579620394095,"Short-term",1
"527",1.09677534640473,"Short-term",1
"528",1.0897814082577,"Short-term",1
"529",1.07139008184137,"Short-term",1
"530",1.02935327661264,"Short-term",1
"531",1.09716964468741,"Short-term",1
"532",1.08326629358995,"Short-term",1
"533",1.02512063599035,"Short-term",1
"534",0.998121038692716,"Short-term",1
"535",1.02049448412435,"Short-term",1
"536",1.14792892106788,"Short-term",1
"537",1.04795476822822,"Short-term",1
"538",1.07505914704824,"Short-term",1
"539",1.04375158800473,"Short-term",1
"540",1.11563753493773,"Short-term",1
"541",1.0380186827387,"Short-term",1
"542",1.03852000050175,"Short-term",1
"543",1.00436176368293,"Short-term",1
"544",1.07053593794424,"Short-term",1
"545",1.00316183696646,"Short-term",1
"546",1.0497175980226,"Short-term",1
"547",1.05404983932054,"Short-term",1
"548",1.04994092449378,"Short-term",1
"549",1.06367143767472,"Short-term",1
"550",1.03640207957888,"Short-term",1
"551",1.04590261812547,"Short-term",1
"552",1.06183221542624,"Short-term",1
"553",1.04102043355262,"Short-term",1
"554",1.1084432544148,"Short-term",1
"555",1.0720038566134,"Short-term",1
"556",1.04952243096826,"Short-term",1
"557",1.03820074309368,"Short-term",1
"558",1.02808963293164,"Short-term",1
"559",1.08769289046433,"Short-term",1
"560",1.06974072340854,"Short-term",1
"561",1.07750092125512,"Short-term",1
"562",1.01400989262825,"Short-term",1
"563",1.05537588957924,"Short-term",1
"564",1.06394787694502,"Short-term",1
"565",1.02302488985115,"Short-term",1
"566",1.09221883741101,"Short-term",1
"567",1.08187150309917,"Short-term",1
"568",1.08168016539702,"Short-term",1
"569",1.09126182244225,"Short-term",1
"570",1.04966616180439,"Short-term",1
"571",1.04544124137762,"Short-term",1
"572",1.06505124648889,"Short-term",1
"573",1.00601310824304,"Short-term",1
"574",1.04957084415515,"Short-term",1
"575",1.04810633434368,"Short-term",1
"576",1.0571333444003,"Short-term",1
"577",1.11159731649997,"Short-term",1
"578",1.14954407003112,"Short-term",1
"579",1.15023989663432,"Short-term",1
"580",0.996427766950646,"Short-term",1
"581",1.03481353873143,"Short-term",1
"582",1.0340754597973,"Short-term",1
"583",0.949228521933647,"Short-term",1
"584",1.04187326413157,"Short-term",1
"585",1.05793465702084,"Short-term",1
"586",1.03750185333586,"Short-term",1
"587",1.08724478033235,"Short-term",1
"588",1.08307814313049,"Short-term",1
"589",1.06678344726586,"Short-term",1
"590",1.02674798505139,"Short-term",1
"591",1.03697053168994,"Short-term",1
"592",1.02985313415048,"Short-term",1
"593",1.02989657443095,"Short-term",1
"594",1.05121412253635,"Short-term",1
"595",1.02406715760227,"Short-term",1
"596",1.03906275936122,"Short-term",1
"597",1.10996633129314,"Short-term",1
"598",1.08301127385015,"Short-term",1
"599",1.06997841185557,"Short-term",1
"600",1.01050961168632,"Short-term",1
"601",1.0258611650224,"Short-term",1
"602",1.0314519634662,"Short-term",1
"603",1.02892058919805,"Short-term",1
"604",1.02230070702953,"Short-term",1
"605",1.04725834456695,"Short-term",1
"606",1.02471420147148,"Short-term",1
"607",1.08420441946077,"Short-term",1
"608",1.02481546962289,"Short-term",1
"609",1.07010041284868,"Short-term",1
"610",1.02634594224603,"Short-term",1
"611",1.02276508611209,"Short-term",1
"612",1.07120995917274,"Short-term",1
"613",1.04496084417268,"Short-term",1
"614",1.03825849611487,"Short-term",1
"615",1.0319727741725,"Short-term",1
"616",1.03929542521818,"Short-term",1
"617",1.04956700265503,"Short-term",1
"618",1.02635055460178,"Short-term",1
"619",1.1480598632215,"Short-term",1
"620",1.0263668884717,"Short-term",1
"621",1.03017117626077,"Short-term",1
"622",0.955018380212266,"Short-term",1
"623",0.967172636335673,"Short-term",1
"624",1.08937752886688,"Short-term",1
"625",1.06927163455809,"Short-term",1
"626",0.978657142015402,"Short-term",1
"627",1.04024239370976,"Short-term",1
"628",1.04245914234469,"Short-term",1
"629",1.0754034578093,"Short-term",1
"630",1.07579190786899,"Short-term",1
"631",1.03112523021714,"Short-term",1
"632",1.11525720038456,"Short-term",1
"633",1.09583966141094,"Short-term",1
"634",1.08433108521521,"Short-term",1
"635",1.02137042798092,"Short-term",1
"636",1.04922796318242,"Short-term",1
"637",1.06359504844981,"Short-term",1
"638",1.05473672598168,"Short-term",1
"639",1.03711839971467,"Short-term",1
"640",1.06803930702522,"Short-term",1
"641",1.01252645378706,"Short-term",1
"642",1.09695673638632,"Short-term",1
"643",1.02257501428887,"Short-term",1
"644",1.07251699941122,"Short-term",1
"645",1.04627844335075,"Short-term",1
"646",1.06075293524028,"Short-term",1
"647",1.02822356586313,"Short-term",1
"648",1.14158793186483,"Short-term",1
"649",1.09048104886342,"Short-term",1
"650",1.06141215797551,"Short-term",1
"651",1.07997022051308,"Short-term",1
"652",1.04188134595458,"Short-term",1
"653",1.06258131261687,"Short-term",1
"654",1.03449486500114,"Short-term",1
"655",1.07377311599396,"Short-term",1
"656",1.04301573028913,"Short-term",1
"657",1.03871203338556,"Short-term",1
"658",0.95000621925352,"Short-term",1
"659",0.995997225948486,"Short-term",1
"660",1.02843486325809,"Short-term",1
"661",0.982090878093809,"Short-term",1
"662",1.09680539036675,"Short-term",1
"663",1.02266043703069,"Short-term",1
"664",1.07776812273693,"Short-term",1
"665",1.08865433172185,"Short-term",1
"666",1.05390474824364,"Short-term",1
"667",1.03351652919935,"Short-term",1
"668",1.11630307856126,"Short-term",1
"669",1.10246019915799,"Short-term",1
"670",0.986438014515459,"Short-term",1
"671",1.04642713042354,"Short-term",1
"672",1.07568113992038,"Short-term",1
"673",1.05291812791848,"Short-term",1
"674",1.04621954473062,"Short-term",1
"675",1.01763930607898,"Short-term",1
"676",0.997146474562595,"Short-term",1
"677",1.05694868731765,"Short-term",1
"678",1.02989540248839,"Short-term",1
"679",1.06486251832033,"Short-term",1
"680",1.02420667054638,"Short-term",1
"681",1.16387980544369,"Short-term",1
"682",1.04502098856531,"Short-term",1
"683",1.03719220902866,"Short-term",1
"684",1.08264224590688,"Short-term",1
"685",1.03357605860191,"Short-term",1
"686",1.01975984631411,"Short-term",1
"687",1.0135397494035,"Short-term",1
"688",1.07858099774668,"Short-term",1
"689",1.05887837133448,"Short-term",1
"690",1.06464902185223,"Short-term",1
"691",1.09918081229933,"Short-term",1
"692",1.04942047362081,"Short-term",1
"693",1.09307757979511,"Short-term",1
"694",0.981296771183084,"Short-term",1
"695",1.01211086343902,"Short-term",1
"696",1.10495327935052,"Short-term",1
"697",1.04516897497374,"Short-term",1
"698",1.06571977198899,"Short-term",1
"699",1.17733890359635,"Short-term",1
"700",1.06657313299872,"Short-term",1
"701",1.07520358332649,"Short-term",1
"702",1.02896244918499,"Short-term",1
"703",1.06520794775725,"Short-term",1
"704",1.0422429936465,"Short-term",1
"705",1.04762001466248,"Short-term",1
"706",1.09832732553834,"Short-term",1
"707",1.01083598852756,"Short-term",1
"708",1.03029629598343,"Short-term",1
"709",1.0270519414847,"Short-term",1
"710",1.0523364877381,"Short-term",1
"711",1.00074034688242,"Short-term",1
"712",1.04814071901533,"Short-term",1
"713",1.07749702284526,"Short-term",1
"714",1.06367067489333,"Short-term",1
"715",0.999917154488719,"Short-term",1
"716",1.08088175427945,"Short-term",1
"717",1.00771684637763,"Short-term",1
"718",1.02229401820043,"Short-term",1
"719",1.03109088888462,"Short-term",1
"720",1.05852270322548,"Short-term",1
"721",1.0269812289322,"Short-term",1
"722",1.08124055651002,"Short-term",1
"723",1.05451483628044,"Short-term",1
"724",1.10004927240142,"Short-term",1
"725",1.02193223111696,"Short-term",1
"726",1.08496527082183,"Short-term",1
"727",1.08477251943025,"Short-term",1
"728",1.05034626688845,"Short-term",1
"729",1.03561833971845,"Short-term",1
"730",1.11882324985377,"Short-term",1
"731",1.03551621735695,"Short-term",1
"732",1.05112050486669,"Short-term",1
"733",1.05377638336922,"Short-term",1
"734",1.02059794292338,"Short-term",1
