"","SSB","Year","SSBest","Scenario"
"1647",1276.48472194289,2020,1235.4705,32
"1648",1277.98041576807,2021,1233.528,32
"1649",1285.33395937597,2022,1282.248,32
"1650",1340.67330805461,2023,1287.773,32
"1651",1353.10507088533,2024,1338.455,32
"1652",1435.68698732725,2025,1385.037,32
"1653",1464.43470543515,2026,1366.2235,32
"1654",1442.5371520146,2027,1339.0485,32
"1655",1424.62203149945,2028,1342.772,32
"1656",1429.63696209996,2029,1322.079,32
"1657",1417.27605361873,2030,1295.036,32
"1658",1386.02129349555,2031,1270.829,32
"1659",1364.5370597757,2032,1209.098,32
"1660",1323.56275951009,2033,1143.921,32
"1661",1264.18390709311,2034,1108.8595,32
"1662",1239.88550787561,2035,1021.9985,32
"1663",1183.504412034,2036,978.85145,32
"1664",1137.0044226177,2037,901.8557,32
