"","Year","Scenario","OM","Rho","Frequency","HCR","SSB","SSBest","F_full","Fest","R","Rest","Catchsim","Catchest","REESSB","REEF","rhoSSB"
"197",2026,4,1,2,1,4,17706.90541,22101.985,0.040378355,0.03978472,2979510.129,3085123.5,717.1368113,719.93945,3.421625421,6.804194237,-0.001230991
"198",2027,4,1,2,1,4,21511.9823,26309.93,0.040378433,0.039986245,2819629.39,2882232.5,859.8013833,859.09245,-16.2161017,6.804264694,-0.002313205
"199",2028,4,1,2,1,4,26070.91788,30488.205,0.040937087,0.040639555,2686088.91,2729993.5,1027.170373,1028.738,3.624055692,-5.338534717,0.003797075
"200",2029,4,1,2,1,4,30277.961,34711.245,0.040936957,0.040402625,2787871.21,2764547,1171.545856,1169.1115,-10.19679305,-5.338903619,-0.003118732
"201",2030,4,1,2,1,4,34728.89587,38502.505,0.046923253,0.044954835,2657140.175,2745503,1474.295203,1476.431,3.590598232,-14.55792775,-0.003409382
"202",2031,4,1,2,1,4,38237.59447,41033.145,0.046923292,0.04556465,2869057.148,2922020,1584.072801,1597.495,-6.220349106,-14.5579154,-0.002135406
"203",2032,4,1,2,1,4,40984.51235,43447.745,0.059520727,0.05850358,2935727.999,2857116.5,2093.746851,2094.5675,3.979900507,-24.55637016,-0.00547174
"204",2033,4,1,2,1,4,42700.80886,44883.165,0.059520367,0.05808598,2821259.302,2923358.5,2147.11012,2160.3855,-1.194942469,-24.55628645,-1.97e-05
"205",2034,4,1,2,1,4,43601.97492,46067.585,0.08119158,0.079537455,2868295.87,2951213.5,2903.595885,2922.3505,3.431655841,-29.84012601,-0.001733681
"206",2035,4,1,2,1,4,44756.76996,45805.655,0.081193974,0.07902407,2669119.263,2778437.5,2902.316943,2887.836,2.328083873,-29.840065,-0.00020527
"207",2036,4,1,2,1,4,44126.89425,45338.465,0.11172834,0.10977905,3055705.201,3248317,3741.121238,3742.418,3.702923482,-28.332428,0.000168013
"208",2037,4,1,2,1,4,43736.02159,44367.66,0.111726136,0.10804985,2824160.289,2790336,3584.951881,3589.6045,5.299262001,-28.3340937,0.005999956
"209",1986,5,3,2,1,1,22319.13183,24219.91,0.8563994,0.8150882,16631560,15920610,9633.496564,9598.739,NA,NA,NA
"210",1987,5,3,2,1,1,24044.90093,26036.42,0.8681519,0.8103119,17662870,16663725,10729.72392,10641.38,NA,NA,NA
"211",1988,5,3,2,1,1,25748.02353,27276.37,0.6547805,0.61568715,32593270,30218990,8876.197619,8889.4035,NA,NA,NA
"212",1989,5,3,2,1,1,27239.67137,33565.98,0.9745814,0.9341425,5051173,4484660.5,14815.37713,14719.27,NA,NA,NA
"213",1990,5,3,2,1,1,34368.58288,36076.27,1.198393,1.1623,5417801,4608579.5,18424.48696,18238.465,NA,NA,NA
"214",1991,5,3,2,1,1,37680.42082,30410.38,1.18376,1.1811505,10072200,8229346,17265.84533,17085.62,NA,NA,NA
"215",1992,5,3,2,1,1,31962.69249,18936.5,1.279991,1.296055,10661790,8137694.5,11566.79261,11468.4,NA,NA,NA
"216",1993,5,3,2,1,1,20045.59438,12342.365,1.543551,1.584567,14684380,10219395,7613.623955,7619.736,NA,NA,NA
"217",1994,5,3,2,1,1,13445.41529,10521.29,1.332879,1.416562,5257516,3335938,5755.092872,5717.5995,NA,NA,NA
"218",1995,5,3,2,1,1,12127.89385,10985.815,0.916881,1.037544,6217710,3580019.5,4938.116308,4914.96,NA,NA,NA
"219",1996,5,3,2,1,1,13299.61791,11162.39,0.8162326,0.97541345,5584570,2927775,5362.596669,5342.1485,NA,NA,NA
"220",1997,5,3,2,1,1,13933.86459,9120.341,0.6711441,0.85397555,9777971,4785161,4106.213969,4079.248,NA,NA,NA
"221",1998,5,3,2,1,1,12004.46924,7944.47,0.5597291,0.758556,9105385,4205947.5,3210.603393,3200.6075,NA,NA,NA
"222",1999,5,3,2,1,1,11215.41424,8067.6995,0.3747781,0.52624725,19041730,8343438.5,2332.846526,2330.2145,NA,NA,NA
"223",2000,5,3,2,1,1,12161.29095,10110.485,0.4428962,0.6291599,11455660,4869433,3369.379313,3375.242,NA,NA,NA
"224",2001,5,3,2,1,1,15378.77219,12063.78,0.4594742,0.6665449,2976459,1240670,4168.642,4163.8175,NA,NA,NA
"225",2002,5,3,2,1,1,18796.52757,13108.115,0.3626093,0.5292521,13175370,5538923.5,4002.828255,3998.341,NA,NA,NA
"226",2003,5,3,2,1,1,20397.41123,12929.24,0.3926542,0.55531935,4777869,2008257,4424.915084,4413.4015,NA,NA,NA
"227",2004,5,3,2,1,1,19359.14346,11875.725,0.4701816,0.64391605,15418270,6566890.5,4443.686214,4449.7125,NA,NA,NA
"228",2005,5,3,2,1,1,17266.71045,10898.08,0.6450534,0.8880356,9185212,4047163,5062.128047,5068.458,NA,NA,NA
"229",2006,5,3,2,1,1,15633.0102,9521.835,0.4354878,0.59411725,15170260,6947598,3067.887017,3065.717,NA,NA,NA
"230",2007,5,3,2,1,1,14203.80951,11175.96,0.481724,0.6287754,11425310,5454869.5,3798.595001,3808.398,NA,NA,NA
"231",2008,5,3,2,1,1,15922.64237,12272.21,0.6653683,0.833374,8282485,4125758,5151.754468,5139.1225,NA,NA,NA
"232",2009,5,3,2,1,1,16724.72866,12042.01,0.7703221,0.9367528,5282501,2729139.5,5565.333333,5554.8365,NA,NA,NA
"233",2010,5,3,2,1,1,15839.34304,10467.82,0.8866648,1.0427345,3214456,1694367.5,5339.020292,5322.285,NA,NA,NA
"234",2011,5,3,2,1,1,13221.7822,7916.3185,1.307762,1.505313,3123141,1601191.5,5109.970721,5096.6345,NA,NA,NA
"235",2012,5,3,2,1,1,9573.531438,4448.4805,1.481667,1.703053,3451363,1467746.5,3032.407788,3009.2795,NA,NA,NA
"236",2013,5,3,2,1,1,5394.312786,2590.858,1.858794,2.2552015,1711859,590057.1,1952.698835,1925.864,NA,NA,NA
"237",2014,5,3,2,1,1,3291.968035,1592.6015,1.668793,2.5906935,5726967,1713604,1242.39066,1225.4665,NA,NA,NA
"238",2015,5,3,2,1,1,2375.189463,1056.0325,0.2698311,0.5087603,2311249,587165.6,260.327718,259.99095,NA,NA,NA
"239",2016,5,3,2,1,1,2232.821099,1678.7805,0.3742287,0.73958675,1355431,304045.9,578.9498259,578.8156,NA,NA,NA
"240",2017,5,3,2,1,1,3547.93507,1966.179,0.3788805,0.8608956,3061964,664423.9,857.4885428,860.55935,NA,NA,NA
"241",2018,5,3,2,1,1,4363.402523,1619.29,0.198409,0.52123825,4260899,962427.3,515.7121064,518.9504,NA,NA,NA
"242",2019,5,3,2,1,1,4278.680045,1637.649,0.070884074,0.1908389,2940624.423,735532,206.0438106,210.2315,2.303945465,367.9846868,NA
"243",2020,5,3,2,1,1,4725.0629,2212.754,0.0577476,0.1402788,3235808.63,858728.1,206.0508243,208.4482,7.58588422,-1.14685586,0.113569427
"244",2021,5,3,2,1,1,5862.774681,2994.9695,0.057746797,0.1276412,4075204.128,1145952.5,264.9578601,265.15855,-14.13374646,-1.148214892,0.164028084
"245",2022,5,3,2,1,1,7138.638155,4064.8145,0.085869563,0.1730267,4406588.619,1389579,482.7943339,486.9477,17.31657319,-52.11181139,0.208124067
"246",2023,5,3,2,1,1,8750.123394,4922.667,0.085870158,0.15880175,5289613.95,1700320,544.3235143,544.9007,-3.641791991,-52.11065912,0.237991138
"247",2024,5,3,2,1,1,9951.101115,6180.0635,0.18150976,0.3168229,5101340.049,1765325.5,1220.030671,1246.4445,30.17785185,-70.30637716,0.266156136
"248",2025,5,3,2,1,1,11498.40661,6848.8865,0.18150983,0.3039982,5419732.7,1899036.5,1349.687866,1352.1565,13.65017698,-70.30580802,0.294095211
"249",2026,5,3,2,1,1,12552.3471,7872.941,0.296678249,0.47530195,5071505.95,1756608,2218.225094,2227.3785,32.18375274,-61.86878199,0.327269849
"250",2027,5,3,2,1,1,13738.90155,7799.167,0.296672236,0.468874,5244070.53,1794840,2241.41685,2252.207,23.08480147,-61.86768347,0.464266737
"251",2028,5,3,2,1,1,13686.22798,7947.1775,0.339266806,0.55556435,4990087.697,1753936,2653.313751,2701.3445,17.80634282,-43.14765619,0.620962543
"252",2029,5,3,2,1,1,13476.66623,7511.104,0.339262863,0.558853,5072288.617,1762066,2497.05211,2510.628,15.03114908,-43.1487385,0.725196333
"253",2030,5,3,2,1,1,13264.31007,7249.969,0.310497184,0.52517075,5345958.327,1901693.5,2309.84548,2301.9025,-8.104311859,-3.873164952,0.778232375
"254",2031,5,3,2,1,1,12952.36238,7169.992,0.310496341,0.527209,5156545.033,1890157,2229.487863,2255.0515,-6.901128375,-3.873733926,0.744879608
"255",2032,5,3,2,1,1,12875.90764,7311.7075,0.201980631,0.35618005,5042988.795,1934457,1595.000247,1604.898,-16.71707601,45.8953406,0.666108197
"256",2033,5,3,2,1,1,13380.53579,8184.393,0.201982157,0.33239075,5013862.96,2137788.5,1730.596885,1738.884,-17.10533487,45.89276239,0.55508614
"257",2034,5,3,2,1,1,13830.53594,9034.0235,0.171577137,0.2524352,4847698.083,2224868.5,1568.37259,1582.4365,-17.20538946,19.76897113,0.474097201
"258",2035,5,3,2,1,1,14688.7152,10251.62,0.171580059,0.22747285,5330329.54,2673863.5,1640.914001,1663.213,-20.84493678,19.76903575,0.366094227
"259",2036,5,3,2,1,1,15098.67292,11708.21,0.170623895,0.1928466,5432871.972,2941942.5,1691.267332,1726.162,-13.90290286,-1.111110461,0.28922306
"260",2037,5,3,2,1,1,15484.92412,13848.155,0.170625697,0.16505005,4998948.723,3096571,1702.828937,1717.2715,-17.72464142,-1.109745177,0.232479782
"261",1986,6,3,2,1,2,22350.74779,24317.13,0.8563994,0.814673,16631560,15926810,9637.467004,9624.43,NA,NA,NA
"262",1987,6,3,2,1,2,24060.19454,26135.63,0.8681519,0.8130828,17662870,16691600,10721.21672,10669.71,NA,NA,NA
"263",1988,6,3,2,1,2,25732.14007,27286.01,0.6547805,0.6173929,32593270,30329230,8877.93816,8899.755,NA,NA,NA
"264",1989,6,3,2,1,2,27243.62558,33571.14,0.9745814,0.937465,5051173,4526852,14815.68111,14697.71,NA,NA,NA
"265",1990,6,3,2,1,2,34369.11516,35992.94,1.198393,1.164164,5417801,4668598,18424.59081,18214.76,NA,NA,NA
"266",1991,6,3,2,1,2,37680.58363,30426.57,1.18376,1.193621,10072200,8142807,17265.86996,17106.48,NA,NA,NA
"267",1992,6,3,2,1,2,31962.73152,18944.71,1.279991,1.302831,10661790,8097788,11566.79877,11502.44,NA,NA,NA
"268",1993,6,3,2,1,2,20045.60378,12280.76,1.543551,1.586995,14684380,10227200,7613.625405,7571.217,NA,NA,NA
"269",1994,6,3,2,1,2,13445.41733,10505.03,1.332879,1.424972,5257516,3361471,5755.093092,5718.695,NA,NA,NA
"270",1995,6,3,2,1,2,12127.89418,10991.06,0.916881,1.035365,6217710,3606468,4938.116344,4908.933,NA,NA,NA
"271",1996,6,3,2,1,2,13299.61798,11184.65,0.8162326,0.9822137,5584570,2928650,5362.596679,5345.282,NA,NA,NA
"272",1997,6,3,2,1,2,13933.86461,9144.961,0.6711441,0.856996,9777971,4770759,4106.213972,4100.045,NA,NA,NA
"273",1998,6,3,2,1,2,12004.46924,7958.289,0.5597291,0.7647112,9105385,4217321,3210.603394,3213.567,NA,NA,NA
"274",1999,6,3,2,1,2,11215.41425,8070.503,0.3747781,0.5281548,19041730,8349216,2332.846526,2330.78,NA,NA,NA
"275",2000,6,3,2,1,2,12161.29095,10087.4,0.4428962,0.6315272,11455660,4862627,3369.379313,3368.914,NA,NA,NA
"276",2001,6,3,2,1,2,15378.77219,12049.23,0.4594742,0.6706468,2976459,1249258,4168.642,4166.492,NA,NA,NA
"277",2002,6,3,2,1,2,18796.52757,13082.53,0.3626093,0.5299141,13175370,5489769,4002.828255,4003.737,NA,NA,NA
"278",2003,6,3,2,1,2,20397.41123,12938.47,0.3926542,0.5562751,4777869,2004792,4424.915084,4426.53,NA,NA,NA
"279",2004,6,3,2,1,2,19359.14346,11849.27,0.4701816,0.6448898,15418270,6595503,4443.686214,4443.342,NA,NA,NA
"280",2005,6,3,2,1,2,17266.71045,10878.33,0.6450534,0.8915006,9185212,4043223,5062.128047,5042.297,NA,NA,NA
"281",2006,6,3,2,1,2,15633.0102,9517.71,0.4354878,0.5967509,15170260,6955857,3067.887017,3064.518,NA,NA,NA
"282",2007,6,3,2,1,2,14203.80951,11166.58,0.481724,0.629597,11425310,5468114,3798.595001,3796.705,NA,NA,NA
"283",2008,6,3,2,1,2,15922.64237,12296.11,0.6653683,0.8383,8282485,4122746,5151.754468,5148.055,NA,NA,NA
"284",2009,6,3,2,1,2,16724.72866,12048.17,0.7703221,0.9396543,5282501,2744971,5565.333333,5554.322,NA,NA,NA
"285",2010,6,3,2,1,2,15839.34304,10483.41,0.8866648,1.048993,3214456,1699506,5339.020292,5343.594,NA,NA,NA
"286",2011,6,3,2,1,2,13221.7822,7907.321,1.307762,1.507741,3123141,1599011,5109.970721,5089.281,NA,NA,NA
"287",2012,6,3,2,1,2,9573.531438,4454.36,1.481667,1.702981,3451363,1479385,3032.407788,3014.348,NA,NA,NA
"288",2013,6,3,2,1,2,5394.312786,2606.641,1.858794,2.250477,1711859,603132.4,1952.698835,1933.962,NA,NA,NA
"289",2014,6,3,2,1,2,3291.968035,1605.93,1.668793,2.559558,5726967,1772106,1242.39066,1226.95,NA,NA,NA
"290",2015,6,3,2,1,2,2375.189463,1080.721,0.2698311,0.4973133,2311249,631945.9,260.327718,259.6982,NA,NA,NA
"291",2016,6,3,2,1,2,2232.821099,1733.662,0.3742287,0.7140884,1355431,339045.4,578.9498259,581.0302,NA,NA,NA
"292",2017,6,3,2,1,2,3547.93507,2069,0.3788805,0.8141179,3061964,756649.7,857.4885428,867.5378,NA,NA,NA
"293",2018,6,3,2,1,2,4363.402523,1779.691,0.198409,0.4705818,4260899,1089806,515.7121064,518.2983,NA,NA,NA
"294",2019,6,3,2,1,2,4278.680045,1865.13,0.092310877,0.2167235,2913539.483,791906.8,266.240166,266.5063,1.543909668,261.6249041,NA
"295",2020,6,3,2,1,2,4724.928586,2469.322,0.096623642,0.2100291,3155306.489,912548.7,335.4063123,337.3067,8.021722226,-23.42515973,0.113781959
"296",2021,6,3,2,1,2,5806.012751,3232.004,0.096623492,0.1921862,3950753.817,1224618,421.3567009,422.9224,-13.55556726,-23.4261882,0.15925287
"297",2022,6,3,2,1,2,6967.337681,4117.516,0.133509378,0.2523768,4563866.135,1474789,728.9649479,728.2773,17.41257848,-50.7858855,0.203663562
"298",2023,6,3,2,1,2,8314.674413,4808.635,0.133504393,0.2366159,5191240.209,1731732,794.4591349,802.2578,-2.141797928,-50.78705135,0.238294883
"299",2024,6,3,2,1,2,9313.119706,5809.4,0.224104329,0.3882462,5197095.389,1802574,1393.632799,1398.011,22.3385676,-59.72451812,0.278212826
"300",2025,6,3,2,1,2,10738.45678,6566.249,0.224103862,0.3737172,5415595.579,1888049,1496.228581,1498.605,7.380797078,-59.72380862,0.315480967
"301",2026,6,3,2,1,2,11755.67628,7353.528,0.316035949,0.5084967,5327016.653,1804048,2359.457626,2361.195,16.57630079,-52.58016083,0.348335723
"302",2027,6,3,2,1,2,12569.75082,7284.257,0.316035898,0.5112898,5343795.202,1894443,2290.252654,2287.441,8.834906458,-52.58009839,0.501084628
"303",2028,6,3,2,1,2,12676.01473,7463.796,0.340841057,0.5617038,4927241.572,1712674,2532.679088,2509.691,-0.089205051,-26.39093283,0.622020773
"304",2029,6,3,2,1,2,12756.49877,7150.061,0.340848334,0.5697907,5327138.047,1802966,2446.595364,2450.084,0.543161332,-26.39241674,0.653559769
"305",2030,6,3,2,1,2,12691.03351,7081.612,0.281043089,0.4889135,4885557.019,1731583,2092.068061,2074.787,-12.95608477,10.95605705,0.630700784
"306",2031,6,3,2,1,2,12701.46218,7283.068,0.281055044,0.4822981,4664025.576,1760145,2130.39579,2138.607,-13.17260222,10.95854579,0.579702384
"307",2032,6,3,2,1,2,13102.78971,7504.122,0.224569995,0.3748275,4936578.536,1933237,1791.028034,1783.581,-16.52277364,25.61102262,0.50966824
"308",2033,6,3,2,1,2,13272.11313,8067.13,0.224568034,0.3565461,5315200.914,2262539,1857.329164,1859.728,-17.19895133,25.61129578,0.418323131
"309",2034,6,3,2,1,2,13773.0307,8779.386,0.199484467,0.2975153,5325088.371,2461735,1737.740184,1746.532,-16.00283779,9.014226756,0.353245892
"310",2035,6,3,2,1,2,14061.32511,9947.39,0.19948395,0.2689065,5183103.333,2644648,1789.942003,1804.076,-18.4331195,9.015220872,0.278245959
"311",2036,6,3,2,1,2,14562.716,11227.52,0.200848391,0.2344396,5160949.239,2777578,1901.341531,1891.198,-14.36991111,-1.935163538,0.22462535
"312",2037,6,3,2,1,2,15157.11065,12910.28,0.200856845,0.2038416,5138543.984,2973014,1938.791553,1932.82,-18.44795066,-1.937685704,0.204235824
"313",1986,7,3,2,1,3,22430.75588,24325.81,0.8563994,0.81564575,16631560,15884240,9654.017959,9622.5255,NA,NA,NA
"314",1987,7,3,2,1,3,24086.82806,26091.775,0.8681519,0.8180275,17662870,16712635,10733.40781,10714.855,NA,NA,NA
"315",1988,7,3,2,1,3,25754.74545,27261.18,0.6547805,0.62002345,32593270,30134815,8879.597768,8863.713,NA,NA,NA
"316",1989,7,3,2,1,3,27247.39593,33532.415,0.9745814,0.942439,5051173,4554772,14814.73013,14726.61,NA,NA,NA
"317",1990,7,3,2,1,3,34367.44991,35948.845,1.198393,1.177638,5417801,4637700,18424.2659,18285.8,NA,NA,NA
"318",1991,7,3,2,1,3,37680.07427,30343.06,1.18376,1.196116,10072200,8222308,17265.7929,17136.535,NA,NA,NA
"319",1992,7,3,2,1,3,31962.60943,18886.095,1.279991,1.307533,10661790,8116064,11566.7795,11484.66,NA,NA,NA
"320",1993,7,3,2,1,3,20045.57438,12277.27,1.543551,1.5860915,14684380,10182740,7613.62087,7562.509,NA,NA,NA
"321",1994,7,3,2,1,3,13445.41096,10522.99,1.332879,1.427391,5257516,3357256,5755.092405,5714.544,NA,NA,NA
"322",1995,7,3,2,1,3,12127.89314,11008.84,0.916881,1.0435805,6217710,3567611.5,4938.116233,4937.6815,NA,NA,NA
"323",1996,7,3,2,1,3,13299.61777,11181.78,0.8162326,0.9843587,5584570,2932740.5,5362.596649,5343.6055,NA,NA,NA
"324",1997,7,3,2,1,3,13933.86454,9121.449,0.6711441,0.86089325,9777971,4767563,4106.213963,4104.8565,NA,NA,NA
"325",1998,7,3,2,1,3,12004.46922,7945.332,0.5597291,0.7654944,9105385,4217928.5,3210.603391,3201.903,NA,NA,NA
"326",1999,7,3,2,1,3,11215.41424,8042.476,0.3747781,0.5285185,19041730,8334232,2332.846525,2326.662,NA,NA,NA
"327",2000,7,3,2,1,3,12161.29095,10082.955,0.4428962,0.6334618,11455660,4855741.5,3369.379313,3366.418,NA,NA,NA
"328",2001,7,3,2,1,3,15378.77219,12063.215,0.4594742,0.67509705,2976459,1241173,4168.642,4166.2385,NA,NA,NA
"329",2002,7,3,2,1,3,18796.52756,13057.16,0.3626093,0.53240505,13175370,5521979.5,4002.828255,4000.1245,NA,NA,NA
"330",2003,7,3,2,1,3,20397.41123,12906.81,0.3926542,0.56119955,4777869,2008906.5,4424.915084,4426.7115,NA,NA,NA
"331",2004,7,3,2,1,3,19359.14346,11821.25,0.4701816,0.64742105,15418270,6592046,4443.686214,4439.8855,NA,NA,NA
"332",2005,7,3,2,1,3,17266.71045,10879.12,0.6450534,0.8934512,9185212,4056258.5,5062.128047,5056.453,NA,NA,NA
"333",2006,7,3,2,1,3,15633.0102,9514.551,0.4354878,0.59892525,15170260,6959800,3067.887017,3068.0295,NA,NA,NA
"334",2007,7,3,2,1,3,14203.80951,11187.53,0.481724,0.6308777,11425310,5448990.5,3798.595001,3810.8935,NA,NA,NA
"335",2008,7,3,2,1,3,15922.64237,12316.85,0.6653683,0.8398597,8282485,4117967.5,5151.754468,5155.277,NA,NA,NA
"336",2009,7,3,2,1,3,16724.72866,12089.42,0.7703221,0.9439902,5282501,2739073.5,5565.333333,5574.163,NA,NA,NA
"337",2010,7,3,2,1,3,15839.34304,10490.235,0.8866648,1.0532365,3214456,1697284,5339.020292,5334.443,NA,NA,NA
"338",2011,7,3,2,1,3,13221.7822,7922.0575,1.307762,1.508658,3123141,1607870.5,5109.970721,5091.4965,NA,NA,NA
"339",2012,7,3,2,1,3,9573.531438,4468.772,1.481667,1.703279,3451363,1510077,3032.407788,3010.609,NA,NA,NA
"340",2013,7,3,2,1,3,5394.312786,2618.1345,1.858794,2.2500285,1711859,625306.45,1952.698835,1937.572,NA,NA,NA
"341",2014,7,3,2,1,3,3291.968035,1626.0885,1.668793,2.522984,5726967,1901165,1242.39066,1231.4765,NA,NA,NA
"342",2015,7,3,2,1,3,2375.189463,1133.523,0.2698311,0.4757544,2311249,713722.1,260.327718,260.30575,NA,NA,NA
"343",2016,7,3,2,1,3,2232.821099,1850.027,0.3742287,0.66245305,1355431,401060.3,578.9498259,580.42465,NA,NA,NA
"344",2017,7,3,2,1,3,3547.93507,2273.234,0.3788805,0.71341295,3061964,916397.9,857.4885428,863.61695,NA,NA,NA
"345",2018,7,3,2,1,3,4363.402523,2104.8625,0.198409,0.3848322,4260899,1297196.5,515.7121064,518.10835,NA,NA,NA
"346",2019,7,3,2,1,3,4278.680045,2342.5965,0.190204103,0.35998845,2925099.558,935120.3,527.8610301,530.0202,2.520121947,71.31693415,NA
"347",2020,7,3,2,1,3,4724.985912,2834.0025,0.219018536,0.4103531,3364477.708,1070095,682.3068382,687.55685,7.282362006,-31.37988194,0.120812853
"348",2021,7,3,2,1,3,5544.373406,3283.948,0.219020235,0.4051542,3787717.945,1149769,818.5537963,818.9475,-9.564636851,-31.37914328,0.181081099
"349",2022,7,3,2,1,3,6335.938486,3851.208,0.250470229,0.4618368,4339810.079,1378637,1076.366709,1083.884,6.972688965,-31.96227249,0.230162589
"350",2023,7,3,2,1,3,7295.55301,4108.441,0.250471057,0.4620342,4522299.801,1426412,1138.601239,1144.309,-7.134248283,-31.96118066,0.283673267
"351",2024,7,3,2,1,3,7940.391764,4508.725,0.253967162,0.4727089,4814118.284,1498831,1254.509302,1242.265,0.10830557,-17.30546193,0.311606087
"352",2025,7,3,2,1,3,8791.345463,5002.252,0.25397594,0.4787565,4767961.552,1496392,1385.501949,1370.693,-8.700734289,-17.30538872,0.338673142
"353",2026,7,3,2,1,3,9886.196478,5488.398,0.235797574,0.4413768,4852882.751,1545961,1451.400639,1460.018,-5.658021241,-5.645255796,0.345525351
"354",2027,7,3,2,1,3,11173.05983,6129.877,0.235800059,0.4373836,5028351.611,1606520,1599.096928,1616.979,-13.1234436,-5.646252892,0.414749144
"355",2028,7,3,2,1,3,11963.39693,6422.281,0.226862885,0.4157987,5038500.742,1609468,1636.263609,1673.212,-7.980178881,-6.764774266,0.411746654
"356",2029,7,3,2,1,3,12533.22016,6943.428,0.226862405,0.4123309,5262451.87,1716869,1753.284188,1772.402,-13.91125687,-6.765105388,0.383942371
"357",2030,7,3,2,1,3,13067.39066,7318.743,0.217696108,0.3976044,5365493.701,1825083,1816.706934,1825.569,-10.33339634,-2.865734303,0.364410487
"358",2031,7,3,2,1,3,13555.30435,7766.375,0.217695994,0.3848002,4937147.344,1723074,1899.990815,1896.416,-14.34073281,-2.866704909,0.338475187
"359",2032,7,3,2,1,3,14195.34927,8267.714,0.213593578,0.3637939,5378451.635,1966799,1903.809995,1920.956,-11.17263956,-1.789285462,0.319183741
"360",2033,7,3,2,1,3,14626.06275,8748.033,0.213597965,0.343079,5235732.66,2203094,1961.3833,1964.303,-14.67694759,-1.787753804,0.29959439
"361",2034,7,3,2,1,3,14876.30059,9357.002,0.212246247,0.3140859,5256922.451,2374725,1916.457816,1916.975,-13.07983305,-2.126305174,0.29255159
"362",2035,7,3,2,1,3,15114.84804,10179.62,0.212242931,0.2846035,5441440.524,2682988,1976.423669,1977.603,-15.07918333,-2.127378223,0.283771443
"363",2036,7,3,2,1,3,15370.5821,11393.03,0.206974564,0.2456497,5353052.047,2769869,1942.175389,1951.968,-14.17074111,0.986669585,0.291807513
"364",2037,7,3,2,1,3,15672.09285,12999.15,0.206975092,0.2115517,5205697.15,2964518,1921.240332,1925.382,-15.3508798,0.986868854,0.287822292
"365",1986,8,3,2,1,4,22142.61597,24202.795,0.8563994,0.81452185,16631560,15776220,9594.708439,9598.018,NA,NA,NA
"366",1987,8,3,2,1,4,23974.87687,26065.03,0.8681519,0.81129085,17662870,16653790,10709.42297,10694.615,NA,NA,NA
"367",1988,8,3,2,1,4,25710.27965,27227.335,0.6547805,0.62098225,32593270,30165905,8867.64278,8877.1345,NA,NA,NA
"368",1989,8,3,2,1,4,27220.23625,33459.955,0.9745814,0.9381711,5051173,4502099,14805.2399,14717.55,NA,NA,NA
"369",1990,8,3,2,1,4,34350.83167,35839.19,1.198393,1.173196,5417801,4633965.5,18421.02349,18173.555,NA,NA,NA
"370",1991,8,3,2,1,4,37674.99118,30273.085,1.18376,1.189566,10072200,8264076,17265.02383,17007.23,NA,NA,NA
"371",1992,8,3,2,1,4,31961.39104,18825.42,1.279991,1.3004345,10661790,8097076,11566.5872,11433.88,NA,NA,NA
"372",1993,8,3,2,1,4,20045.28098,12265.1,1.543551,1.586315,14684380,10199795,7613.575615,7561.477,NA,NA,NA
"373",1994,8,3,2,1,4,13445.34743,10498.47,1.332879,1.4295395,5257516,3330181,5755.08555,5728.6165,NA,NA,NA
"374",1995,8,3,2,1,4,12127.88278,10950.815,0.916881,1.037487,6217710,3584053.5,4938.115134,4919.3795,NA,NA,NA
