"","REEF","Year","Scenario"
"190",-27.2490208467318,2023,18
"191",-32.9314739941984,2025,18
"192",-33.8235682581962,2027,18
"193",-27.7137855018687,2029,18
"194",-17.3448050449382,2031,18
"195",-10.6062012938661,2033,18
"196",-9.47479484448769,2035,18
"197",-6.78532572829704,2037,18
"198",-5.63632588558162,2039,18
"199",-16.7999936655489,2019,19
"200",-23.0547034418241,2021,19
"201",-23.4283029753671,2023,19
"202",-20.3648288211553,2025,19
"203",-14.893221028396,2027,19
"204",-14.5734815484619,2029,19
"205",-14.4130636951339,2031,19
"206",-14.3128553539198,2033,19
"207",-12.12614033064,2035,19
"208",-8.03639716979023,2037,19
"209",-3.94358149681277,2039,19
"210",-16.6191582834165,2019,20
"211",-22.9163496502934,2021,20
"212",-27.0898498809023,2023,20
"213",-32.0286703574791,2025,20
"214",-36.4789617777667,2027,20
"215",-38.4412171733325,2029,20
"216",-40.5056194426682,2031,20
"217",-39.3399466606163,2033,20
"218",-31.905733257651,2035,20
"219",-15.4934294404062,2037,20
"220",1.26039424791854,2039,20
"221",-19.62473980515,2019,21
"222",-22.88521511472,2020,21
"223",-26.5889037636231,2021,21
"224",-30.1779010330895,2022,21
"225",-32.3248540221379,2023,21
"226",-32.1416989738202,2024,21
"227",-29.6454333046377,2025,21
"228",-22.733796116849,2026,21
"229",-16.6585325799107,2027,21
"230",-12.7237946706902,2028,21
"231",-9.31549923611694,2029,21
"232",-7.11506763189228,2030,21
"233",-5.72210765844335,2031,21
"234",-4.54924551477883,2032,21
"235",-5.12268333531157,2033,21
"236",-2.39351718331475,2034,21
"237",-1.58484145140558,2035,21
"238",-2.09497635795389,2036,21
"239",-0.526421297995178,2037,21
"240",0.364781396428344,2038,21
"241",2.21789905137036,2039,21
"242",-20.4569349172669,2019,22
"243",-24.5340108258372,2020,22
"244",-27.8557070128008,2021,22
"245",-29.2617695560547,2022,22
"246",-31.5184093098671,2023,22
"247",-29.214864040029,2024,22
"248",-25.4582309481951,2025,22
"249",-20.7296654509801,2026,22
"250",-12.2390911135872,2027,22
"251",-8.76411710053343,2028,22
"252",-5.37564264239678,2029,22
"253",-2.29268614123939,2030,22
"254",-1.65097350525881,2031,22
"255",1.15790236292641,2032,22
"256",1.26534438872794,2033,22
"257",1.25653354757374,2034,22
"258",2.72171044926241,2035,22
"259",1.97849684273766,2036,22
"260",2.79237279757775,2037,22
"261",6.61912332693982,2038,22
"262",6.6497264357337,2039,22
"263",-18.5313922251511,2019,23
"264",-21.0515566895979,2020,23
"265",-23.1870424273093,2021,23
"266",-22.8272187635292,2022,23
"267",-21.0452652931564,2023,23
"268",-18.4856233019077,2024,23
"269",-15.7111737398762,2025,23
"270",-12.6665524459028,2026,23
"271",-12.2105995621676,2027,23
"272",-10.1920731693466,2028,23
"273",-10.9559732705302,2029,23
"274",-9.30100112449209,2030,23
"275",-8.89668638411545,2031,23
"276",-7.51074920472206,2032,23
"277",-6.15876421021398,2033,23
"278",-2.7330469256543,2034,23
"279",-1.91268181190535,2035,23
"280",-2.58018979047139,2036,23
"281",0.212813721311415,2037,23
"282",2.28218141534366,2038,23
"283",1.72808096741271,2039,23
"284",-18.0164710270199,2019,24
"285",-23.2020656508079,2020,24
"286",-25.0267710780513,2021,24
"287",-27.232443823046,2022,24
"288",-30.3567356260379,2023,24
"289",-32.247347388221,2024,24
"290",-34.5087062696216,2025,24
"291",-34.1285074208878,2026,24
"292",-33.9678590129612,2027,24
"293",-33.9704369094493,2028,24
"294",-32.2380549823623,2029,24
"295",-30.7988913521014,2030,24
"296",-27.3411908696003,2031,24
"297",-21.1957613687198,2032,24
"298",-13.6598101639253,2033,24
"299",-5.05926057313561,2034,24
"300",1.7272133403421,2035,24
"301",8.20441784992617,2036,24
"302",9.61539968316995,2037,24
"303",9.17874137716907,2038,24
"304",7.28283257425723,2039,24
"305",-3.00049389002037,2019,25
"306",-2.58254664951954,2021,25
"307",-3.16886416158586,2023,25
"308",-3.98686924342098,2025,25
"309",-3.94345770350147,2027,25
"310",-4.38224249499439,2029,25
"311",-4.05761976912716,2031,25
"312",-3.74633546705322,2033,25
"313",-3.80194017233744,2035,25
"314",-4.48807867817187,2037,25
"315",-4.22605378361493,2039,25
"316",-2.59607942973523,2019,26
"317",-2.22517650739624,2021,26
"318",-1.79001699872997,2023,26
"319",-3.67670412261327,2025,26
"320",-4.04396375624978,2027,26
"321",-4.03285811787841,2029,26
"322",-4.28089292170779,2031,26
"323",-3.63079561336849,2033,26
"324",-3.92045660013862,2035,26
"325",-4.30631814670796,2037,26
"326",-4.20808986850858,2039,26
"327",-3.09011710794297,2019,27
"328",-1.50321666936486,2021,27
"329",-2.07855125350582,2023,27
"330",-3.41363181567497,2025,27
"331",-4.14631217453555,2027,27
"332",-4.51214759470486,2029,27
"333",-4.50962607675611,2031,27
"334",-4.30969247294205,2033,27
"335",-4.60811473960794,2035,27
"336",-4.64536356995598,2037,27
"337",-3.5741965459008,2039,27
"338",-2.71962321792261,2019,28
"339",-3.18139677464285,2021,28
"340",-2.75621665660674,2023,28
"341",-3.04004799451094,2025,28
"342",-2.61365105215782,2027,28
"343",-1.75979284393441,2029,28
"344",-2.42956768175985,2031,28
"345",-1.4498013454006,2033,28
"346",-1.6757361679428,2035,28
"347",-1.86901654679461,2037,28
"348",-2.80324936986164,2039,28
"349",-2.53871181262729,2019,29
"350",-2.19217059028494,2021,29
"351",3.16847647013835,2023,29
"352",2.8717313446866,2025,29
"353",3.18010830548728,2027,29
"354",5.12082807676544,2029,29
"355",7.38600406128478,2031,29
"356",9.88744344089615,2033,29
"357",11.9029489762787,2035,29
"358",10.9146739244195,2037,29
"359",11.7471681631985,2039,29
"360",-1.91410386965376,2019,30
"361",-1.45634982811404,2021,30
"362",3.57725794779972,2023,30
"363",3.29026258250269,2025,30
"364",4.8738396355909,2027,30
"365",5.76330479351144,2029,30
"366",8.1922452564431,2031,30
"367",10.1493056277402,2033,30
"368",12.7051309729511,2035,30
"369",12.1052720466231,2037,30
"370",12.386925311785,2039,30
"371",-2.65745926680244,2019,31
"372",-2.03834219304942,2021,31
"373",3.25849491777551,2023,31
"374",2.89668134936666,2025,31
"375",3.83444672263169,2027,31
"376",4.89779392804477,2029,31
"377",7.74625733149512,2031,31
"378",10.0727634631179,2033,31
"379",12.1519222201027,2035,31
"380",11.0816021773267,2037,31
"381",10.8855495301502,2039,31
"382",-2.48917006109979,2019,32
"383",-2.78169703573567,2021,32
"384",0.323664767614356,2023,32
"385",2.8547520091706,2025,32
"386",4.77616189437341,2027,32
"387",7.47367647192041,2029,32
"388",11.7404743838513,2031,32
"389",15.8416531950626,2033,32
"390",20.6825986539267,2035,32
"391",20.2518630443853,2037,32
"392",18.5302347041761,2039,32
