"","Time","Scenario","SSBratio"
"203","Short-term",1,0.25597417641045
"204","Short-term",1,0.260772193886256
"205","Short-term",1,0.26534787467395
"206","Short-term",1,0.265792026869524
"207","Short-term",1,0.26450015204931
"208","Short-term",1,0.221042910686807
"209","Short-term",1,0.256645362960612
"210","Short-term",1,0.265066975104986
"211","Short-term",1,0.244322249214083
"212","Short-term",1,0.25790626366135
"213","Short-term",1,0.246215839445011
"214","Short-term",1,0.260312898108325
"215","Short-term",1,0.271717171428942
"216","Short-term",1,0.260418091172789
"217","Short-term",1,0.246380156568426
"218","Short-term",1,0.264249839697874
"219","Short-term",1,0.25958513866307
"220","Short-term",1,0.268897414811591
"221","Short-term",1,0.243123660369171
"222","Short-term",1,0.265741246187784
"223","Short-term",1,0.248028637579473
"224","Short-term",1,0.264630824530934
"225","Short-term",1,0.264399723820116
"226","Short-term",1,0.261542048104783
"227","Short-term",1,0.260953203252307
"228","Short-term",1,0.251897108536348
"229","Short-term",1,0.268675164412822
"230","Short-term",1,0.269168919575879
"231","Short-term",1,0.263411535992077
"232","Short-term",1,0.24659578864444
"233","Short-term",1,0.265515918910462
"234","Short-term",1,0.266347332552408
"235","Short-term",1,0.255018878191757
"236","Short-term",1,0.228512280516847
"237","Short-term",1,0.256492762324333
"238","Short-term",1,0.262739462255173
"239","Short-term",1,0.258064471716042
"240","Short-term",1,0.250827037401198
"241","Short-term",1,0.262912109555279
"242","Short-term",1,0.253505824212651
"243","Short-term",1,0.262459940764319
"244","Short-term",1,0.253109405726959
"245","Short-term",1,0.26161927034581
"246","Short-term",1,0.259707343967542
"247","Short-term",1,0.2642467984671
"248","Short-term",1,0.261472495851289
"249","Short-term",1,0.263347913920776
"250","Short-term",1,0.254989021352728
"251","Short-term",1,0.260295263893165
"252","Short-term",1,0.247960377625081
"253","Short-term",1,0.261740205669956
"254","Short-term",1,0.262487236666112
"255","Short-term",1,0.263733755663979
"256","Short-term",1,0.242273434962452
"257","Short-term",1,0.256047725634732
"258","Short-term",1,0.258383677496087
"259","Short-term",1,0.262098243756744
"260","Short-term",1,0.26103838241168
"261","Short-term",1,0.267631296840526
"262","Short-term",1,0.249902848069049
"263","Short-term",1,0.257894659794891
"264","Short-term",1,0.263397817125364
"265","Short-term",1,0.257786152895233
"266","Short-term",1,0.26033314467818
"267","Short-term",1,0.257094750701031
"268","Short-term",1,0.27087700438902
"269","Short-term",1,0.26672990966552
"270","Short-term",1,0.262734934685105
"271","Short-term",1,0.254650792704776
"272","Short-term",1,0.268985425765037
"273","Short-term",1,0.230920961435171
"274","Short-term",1,0.268897053762665
"275","Short-term",1,0.269756967461058
"276","Short-term",1,0.259703871808878
"277","Short-term",1,0.253397136255654
"278","Short-term",1,0.255765817357263
"279","Short-term",1,0.268502551862558
"280","Short-term",1,0.260139003123997
"281","Short-term",1,0.264326729970901
"282","Short-term",1,0.263046208204676
"283","Short-term",1,0.26404072569962
"284","Short-term",1,0.253859757083982
"285","Short-term",1,0.269634949873251
"286","Short-term",1,0.262101096767775
"287","Short-term",1,0.265342470269239
"288","Short-term",1,0.253399390139182
"289","Short-term",1,0.255972044313925
"290","Short-term",1,0.257989654259118
"291","Short-term",1,0.26980847672019
"292","Short-term",1,0.266294520323252
"293","Short-term",1,0.259204704418202
"294","Short-term",1,0.260316893360517
"295","Short-term",1,0.265111279610102
"296","Short-term",1,0.266369034344335
"297","Short-term",1,0.249868213390066
"298","Short-term",1,0.270166821407804
"299","Short-term",1,0.25574345172737
"300","Short-term",1,0.265740950816627
"301","Short-term",1,0.223964219496632
"302","Short-term",1,0.26203270094534
"303","Short-term",1,0.271873254465125
"304","Short-term",1,0.262685754628961
"305","Short-term",1,0.262521032778434
"306","Short-term",1,0.258653621804397
"307","Short-term",1,0.26610694271276
"308","Short-term",1,0.241293911340055
"309","Short-term",1,0.255976510426009
"310","Short-term",1,0.261745119395419
"311","Short-term",1,0.256129309467547
"312","Short-term",1,0.255059991786782
"313","Short-term",1,0.265564342629923
"314","Short-term",1,0.267597607817098
"315","Short-term",1,0.26395003291346
"316","Short-term",1,0.261740700496992
"317","Short-term",1,0.242701328807248
"318","Short-term",1,0.257004866617092
"319","Short-term",1,0.267378744525517
"320","Short-term",1,0.263904733499811
"321","Short-term",1,0.269390184784105
"322","Short-term",1,0.261892196793291
"323","Short-term",1,0.258995437276348
"324","Short-term",1,0.25566300110602
"325","Short-term",1,0.255597505335469
"326","Short-term",1,0.20425239153028
"327","Short-term",1,0.269213462440172
"328","Short-term",1,0.227071386360196
"329","Short-term",1,0.270928318302631
"330","Short-term",1,0.260770140488436
"331","Short-term",1,0.246046023937377
"332","Short-term",1,0.258377827483236
"333","Short-term",1,0.270303634194318
"334","Short-term",1,0.259466654279822
"335","Short-term",1,0.250569049528825
"336","Short-term",1,0.269426004610649
"337","Short-term",1,0.259667771058099
"338","Short-term",1,0.258799726418888
"339","Short-term",1,0.273160222448343
"340","Short-term",1,0.267930683737912
"341","Short-term",1,0.240946432175996
"342","Short-term",1,0.26090020971425
"343","Short-term",1,0.265865768106112
"344","Short-term",1,0.271970353072012
"345","Short-term",1,0.255827833978552
"346","Short-term",1,0.270526830471572
"347","Short-term",1,0.264830276355389
"348","Short-term",1,0.26721490237097
"349","Short-term",1,0.263371621320515
"350","Short-term",1,0.240552347863557
"351","Short-term",1,0.264918709928489
"352","Short-term",1,0.244085230649128
"353","Short-term",1,0.256869115400681
"354","Short-term",1,0.261367056098749
"355","Short-term",1,0.262907218299161
"356","Short-term",1,0.269432268259219
"357","Short-term",1,0.265842219331609
"358","Short-term",1,0.258127360547414
"359","Short-term",1,0.267910608870123
"360","Short-term",1,0.27009609734793
"361","Short-term",1,0.25629519251526
"362","Short-term",1,0.261899352141057
"363","Short-term",1,0.248535093855628
"364","Short-term",1,0.26238483010529
"365","Short-term",1,0.26572885744355
"366","Short-term",1,0.249044302856094
"367","Short-term",1,0.268237082610125
"368","Short-term",1,0.269332164199508
"369","Short-term",1,0.24588565806444
"370","Short-term",1,0.270184624990961
"371","Short-term",1,0.254213125870779
"372","Short-term",1,0.248123292512817
"373","Short-term",1,0.26501787744381
"374","Short-term",1,0.255822113119822
"375","Short-term",1,0.247772835448296
"376","Short-term",1,0.235904959000778
"377","Short-term",1,0.272336276257687
"378","Short-term",1,0.251419426487528
"379","Short-term",1,0.269498900519631
"380","Short-term",1,0.257605086631044
"381","Short-term",1,0.268888299119841
"382","Short-term",1,0.264182078709614
"383","Short-term",1,0.26962573397175
"384","Short-term",1,0.267143405191616
"385","Short-term",1,0.267319954610995
"386","Short-term",1,0.264324828021649
"387","Short-term",1,0.264406648368409
"388","Short-term",1,0.266221776123512
"389","Short-term",1,0.2652951920924
"390","Short-term",1,0.267970838851096
"391","Short-term",1,0.2658764885297
"392","Short-term",1,0.259252758030943
"393","Short-term",1,0.245538707966014
"394","Short-term",1,0.249377251331846
"395","Short-term",1,0.261777675735837
"396","Short-term",1,0.263350768857861
"397","Short-term",1,0.267347815325277
"398","Short-term",1,0.254358914741249
"399","Short-term",1,0.246275678642036
"400","Short-term",1,0.270478417227908
"401","Short-term",1,0.25354149266796
"402","Short-term",1,0.262750354218579
"403","Short-term",1,0.261416029418138
"404","Short-term",1,0.269776003131888
"405","Short-term",1,0.146379551529872
"406","Short-term",1,0.259682310549063
"407","Short-term",1,0.268982362048649
"408","Short-term",1,0.253513794782276
"409","Short-term",1,0.244829663992959
"410","Short-term",1,0.265268313614863
"411","Short-term",1,0.265004670842919
"412","Short-term",1,0.265077891526111
"413","Short-term",1,0.255327945620634
"414","Short-term",1,0.268564798650426
"415","Short-term",1,0.270425164001474
"416","Short-term",1,0.271460105673471
"417","Short-term",1,0.269406335937154
"418","Short-term",1,0.268526817456127
"419","Short-term",1,0.265109940089206
"420","Short-term",1,0.26630626722982
"421","Short-term",1,0.240172213200893
"422","Short-term",1,0.26368393534991
"423","Short-term",1,0.263549074505573
"424","Short-term",1,0.262501249623911
"425","Short-term",1,0.259692291307473
"426","Short-term",1,0.218783606633467
"427","Short-term",1,0.253373489979116
"428","Short-term",1,0.26232409809104
"429","Short-term",1,0.266332099084845
"430","Short-term",1,0.248786884088925
"431","Short-term",1,0.264798557575374
"432","Short-term",1,0.26343690392805
"433","Short-term",1,0.267625989452142
"434","Short-term",1,0.257599616777125
"435","Short-term",1,0.256302122592108
"436","Short-term",1,0.258700570855616
"437","Short-term",1,0.255113428693642
"438","Short-term",1,0.249289414032213
"439","Short-term",1,0.260702831535864
"440","Short-term",1,0.260053529187852
"441","Short-term",1,0.263416077361311
"442","Short-term",1,0.258395773137486
"443","Short-term",1,0.261137423353287
"444","Short-term",1,0.266366277323534
"445","Short-term",1,0.271403961499261
"446","Short-term",1,0.263653626186021
"447","Short-term",1,0.266652165551528
"448","Short-term",1,0.265522777789758
"449","Short-term",1,0.263841149854923
"450","Short-term",1,0.270607058774608
"451","Short-term",1,0.257550319582954
"452","Short-term",1,0.230135493901617
"453","Short-term",1,0.248087514079847
"454","Short-term",1,0.264622613190296
"455","Short-term",1,0.252051061782789
"456","Short-term",1,0.259235813968641
"457","Short-term",1,0.269369485695851
"458","Short-term",1,0.261439258910373
"459","Short-term",1,0.215765761894694
"460","Short-term",1,0.258715160532253
"461","Short-term",1,0.266696060321346
"462","Short-term",1,0.236892019737063
"463","Short-term",1,0.250405994543671
"464","Short-term",1,0.265160096968951
"465","Short-term",1,0.256056853561861
"466","Short-term",1,0.247736513700696
"467","Short-term",1,0.269826360026974
"468","Short-term",1,0.251280574282171
"469","Short-term",1,0.268430720766423
"470","Short-term",1,0.257504090686559
"471","Short-term",1,0.257859486310561
"472","Short-term",1,0.256108015487436
"473","Short-term",1,0.258802734518627
"474","Short-term",1,0.265350288123118
"475","Short-term",1,0.261417704345047
"476","Short-term",1,0.259600310154512
"477","Short-term",1,0.256816307635389
"478","Short-term",1,0.261186571941915
"479","Short-term",1,0.253081277155716
"480","Short-term",1,0.253258903087302
"481","Short-term",1,0.260593588653293
"482","Short-term",1,0.2485035894876
"483","Short-term",1,0.269778091315827
"484","Short-term",1,0.265014366195217
"485","Short-term",1,0.252179269005
"486","Short-term",1,0.23390843756207
"487","Short-term",1,0.252385497941594
"488","Short-term",1,0.261632882476375
"489","Short-term",1,0.265185919562389
"490","Short-term",1,0.264076988790811
"491","Short-term",1,0.264563437583989
"492","Short-term",1,0.260477926234052
"493","Short-term",1,0.256417494945984
"494","Short-term",1,0.247169264440961
"495","Short-term",1,0.253400270526886
"496","Short-term",1,0.256841948730204
"497","Short-term",1,0.261359035441568
"498","Short-term",1,0.268576873355385
"499","Short-term",1,0.267363543939331
"500","Short-term",1,0.266092441859491
"501","Short-term",1,0.256792153238612
"502","Short-term",1,0.241388879402264
"503","Short-term",1,0.267436648538926
"504","Short-term",1,0.262765511728751
"505","Short-term",1,0.258338701536792
"506","Short-term",1,0.251653557401582
"507","Short-term",1,0.263141225351771
"508","Short-term",1,0.270441117877128
"509","Short-term",1,0.273242651479015
"510","Short-term",1,0.263983520674308
"511","Short-term",1,0.264979163377469
"512","Short-term",1,0.251180528212796
"513","Short-term",1,0.272123362031869
"514","Short-term",1,0.263240849966189
"515","Short-term",1,0.254955742169111
"516","Short-term",1,0.264712922569625
"517","Short-term",1,0.259776696875509
"518","Short-term",1,0.271629429723875
"519","Short-term",1,0.260510577762892
"520","Short-term",1,0.262390790312663
"521","Short-term",1,0.233121680392266
"522","Short-term",1,0.257480315869628
"523","Short-term",1,0.267154720332846
"524","Short-term",1,0.268230784357049
"525","Short-term",1,0.260304510211627
"526","Short-term",1,0.261355200744358
"527","Short-term",1,0.262983902635359
"528","Short-term",1,0.26272988304936
"529","Short-term",1,0.266802282796156
"530","Short-term",1,0.267283748788641
"531","Short-term",1,0.248640563783023
"532","Short-term",1,0.26356929569554
"533","Short-term",1,0.265405816362095
"534","Short-term",1,0.268359982137948
"535","Short-term",1,0.252044605095209
"536","Short-term",1,0.256186437507422
"537","Short-term",1,0.265018733674177
"538","Short-term",1,0.258780910092616
"539","Short-term",1,0.252373896426609
"540","Short-term",1,0.270622484341659
"541","Short-term",1,0.26555202575709
"542","Short-term",1,0.26314631472479
"543","Short-term",1,0.264786053797179
"544","Short-term",1,0.261727613857485
"545","Short-term",1,0.249564696866129
"546","Short-term",1,0.258122750019419
"547","Short-term",1,0.260565713017858
"548","Short-term",1,0.267116614791053
"549","Short-term",1,0.258405514772869
"550","Short-term",1,0.249856000644145
"551","Short-term",1,0.252794332274649
"552","Short-term",1,0.254333453691155
"553","Short-term",1,0.264419202314951
"554","Short-term",1,0.146847860841567
"555","Short-term",1,0.258695702051523
"556","Short-term",1,0.268688481017466
"557","Short-term",1,0.269239660285682
"558","Short-term",1,0.270194479869867
"559","Short-term",1,0.263739113371429
"560","Short-term",1,0.255784988489009
"561","Short-term",1,0.252041032675526
"562","Short-term",1,0.263922632468838
"563","Short-term",1,0.261449322925081
"564","Short-term",1,0.257016480475263
"565","Short-term",1,0.263394244185515
"566","Short-term",1,0.262764248234654
"567","Short-term",1,0.258119836383613
"568","Short-term",1,0.263669419377103
"569","Short-term",1,0.253532130413201
"570","Short-term",1,0.269384568635623
"571","Short-term",1,0.267359361119018
"572","Short-term",1,0.218641999964409
"573","Short-term",1,0.252164551145949
"574","Short-term",1,0.261420174302667
"575","Short-term",1,0.211823589544116
"576","Short-term",1,0.27016009581459
"577","Short-term",1,0.257096576774255
"578","Short-term",1,0.257574238024108
"579","Short-term",1,0.251228341207312
"580","Short-term",1,0.235277980890625
"581","Short-term",1,0.267272702306114
"582","Short-term",1,0.263604132585206
"583","Short-term",1,0.259800936357
"584","Short-term",1,0.269404425171213
"585","Short-term",1,0.269726608798053
"586","Short-term",1,0.265327904293528
"587","Short-term",1,0.265354900105206
"588","Short-term",1,0.25736275307399
"589","Short-term",1,0.26632930968926
"590","Short-term",1,0.263932802266155
"591","Short-term",1,0.266867553208295
"592","Short-term",1,0.261279366754813
"593","Short-term",1,0.265531999881378
"594","Short-term",1,0.270383053768471
"595","Short-term",1,0.266003101482274
"596","Short-term",1,0.245968501891654
"597","Short-term",1,0.252788769787196
"598","Short-term",1,0.265924431435699
"599","Short-term",1,0.262800102141874
"600","Short-term",1,0.26076379616145
"601","Short-term",1,0.265151916000304
"602","Short-term",1,0.271637918314257
"603","Short-term",1,0.270005729956038
"604","Short-term",1,0.270589634296157
"605","Short-term",1,0.25632283778518
"606","Short-term",1,0.249678482563004
"607","Short-term",1,0.25854819635547
"608","Short-term",1,0.266694472908896
"609","Short-term",1,0.262976577653751
"610","Short-term",1,0.268984209307411
"611","Short-term",1,0.25849541697693
"612","Short-term",1,0.265837099161333
"613","Short-term",1,0.263424232986447
"614","Short-term",1,0.263555420552176
"615","Short-term",1,0.267713811038403
"616","Short-term",1,0.257307962505914
"617","Short-term",1,0.267553987559902
"618","Short-term",1,0.257272184425582
"619","Short-term",1,0.256382431513025
"620","Short-term",1,0.251477897718719
"621","Short-term",1,0.247417996373096
"622","Short-term",1,0.233548601593074
"623","Short-term",1,0.231988551205483
"624","Short-term",1,0.234467647925617
"625","Short-term",1,0.264195409506468
"626","Short-term",1,0.241401288122921
"627","Short-term",1,0.259353763817738
"628","Short-term",1,0.26090515315446
"629","Short-term",1,0.264066673217354
"630","Short-term",1,0.251428212851505
"631","Short-term",1,0.264461303939296
"632","Short-term",1,0.264838013854337
"633","Short-term",1,0.256442696938739
"634","Short-term",1,0.263376292077455
"635","Short-term",1,0.260808815316306
"636","Short-term",1,0.266992679289948
"637","Short-term",1,0.252692497885861
"638","Short-term",1,0.261104849327279
"639","Short-term",1,0.25878181559522
"640","Short-term",1,0.26807934686027
"641","Short-term",1,0.264865860807804
"642","Short-term",1,0.265635910532616
"643","Short-term",1,0.25861599167995
"644","Short-term",1,0.272778212148559
"645","Short-term",1,0.258623742315453
"646","Short-term",1,0.255743787711195
"647","Short-term",1,0.250435906345803
"648","Short-term",1,0.246965244892653
"649","Short-term",1,0.257605747135417
"650","Short-term",1,0.255924695807017
"651","Short-term",1,0.263403572296728
"652","Short-term",1,0.252466768926694
"653","Short-term",1,0.264498191239793
"654","Short-term",1,0.26371126651735
"655","Short-term",1,0.255483841466215
"656","Short-term",1,0.264669651283701
"657","Short-term",1,0.243874258912728
"658","Short-term",1,0.235140177595515
"659","Short-term",1,0.266586006138218
"660","Short-term",1,0.236723170804979
"661","Short-term",1,0.262665808326235
"662","Short-term",1,0.260548382735979
"663","Short-term",1,0.249097473101278
"664","Short-term",1,0.261608108827157
"665","Short-term",1,0.258394108833832
"666","Short-term",1,0.26561245481185
"667","Short-term",1,0.264556286596792
"668","Short-term",1,0.264084617406823
"669","Short-term",1,0.22753790804598
"670","Short-term",1,0.234684355198888
"671","Short-term",1,0.266261004586469
"672","Short-term",1,0.263141618226283
"673","Short-term",1,0.255529920512381
"674","Short-term",1,0.26689814324518
"675","Short-term",1,0.252410563194228
"676","Short-term",1,0.27067901214696
"677","Short-term",1,0.235310685886906
"678","Short-term",1,0.236484487526934
"679","Short-term",1,0.254073602529492
"680","Short-term",1,0.264567734653175
"681","Short-term",1,0.240527799456691
"682","Short-term",1,0.267943777735538
"683","Short-term",1,0.263591737068799
"684","Short-term",1,0.250451472044989
"685","Short-term",1,0.259100517283462
"686","Short-term",1,0.26527922415159
"687","Short-term",1,0.267767607276291
"688","Short-term",1,0.260132763454772
"689","Short-term",1,0.265478297547628
"690","Short-term",1,0.26264319931965
"691","Short-term",1,0.254642582341204
"692","Short-term",1,0.259514353941412
"693","Short-term",1,0.245918968263679
"694","Short-term",1,0.272684008051378
"695","Short-term",1,0.258008810781056
"696","Short-term",1,0.255430632830068
"697","Short-term",1,0.268259918900451
"698","Short-term",1,0.261259198514513
"699","Short-term",1,0.256826722660136
"700","Short-term",1,0.265830781895723
"701","Short-term",1,0.263164055334091
"702","Short-term",1,0.257232233763769
"703","Short-term",1,0.265830867407268
"704","Short-term",1,0.250234882666803
"705","Short-term",1,0.259245121410074
"706","Short-term",1,0.248461284275153
"707","Short-term",1,0.260294966993306
"708","Short-term",1,0.254731331897887
"709","Short-term",1,0.254257397580495
"710","Short-term",1,0.263710653682836
"711","Short-term",1,0.268813418829397
"712","Short-term",1,0.270787161317665
"713","Short-term",1,0.257536939687819
"714","Short-term",1,0.258843539142015
"715","Short-term",1,0.269917222457051
"716","Short-term",1,0.260056678500191
"717","Short-term",1,0.239852604054442
"718","Short-term",1,0.25300960347106
"719","Short-term",1,0.260739942922151
"720","Short-term",1,0.25017464845926
"721","Short-term",1,0.240356241285174
"722","Short-term",1,0.258207066884075
"723","Short-term",1,0.261945950112548
"724","Short-term",1,0.248772597737953
"725","Short-term",1,0.2630820336061
"726","Short-term",1,0.264125879103253
"727","Short-term",1,0.250269140326266
"728","Short-term",1,0.258728891333334
"729","Short-term",1,0.268042013235594
"730","Short-term",1,0.25931546308201
"731","Short-term",1,0.24086743447179
"732","Short-term",1,0.258791455367119
"733","Short-term",1,0.257727409851738
"734","Short-term",1,0.269747768854905
"735","Short-term",1,0.268086566103247
"736","Short-term",1,0.262352443921676
"737","Short-term",1,0.265384150932867
"738","Short-term",1,0.259469300799826
"739","Short-term",1,0.243250054767373
"740","Short-term",1,0.2672451687698
"741","Short-term",1,0.259744985372916
"742","Short-term",1,0.265486159212886
"743","Short-term",1,0.266275532266638
"744","Short-term",1,0.262931548988276
"745","Short-term",1,0.268527953689022
"746","Short-term",1,0.233556073192467
"747","Short-term",1,0.252146447707966
"748","Short-term",1,0.269498036343344
"749","Short-term",1,0.249681423007906
"750","Short-term",1,0.243587594465247
"751","Short-term",1,0.248403655528308
"752","Short-term",1,0.257382496080219
"753","Short-term",1,0.259297688520294
"754","Short-term",1,0.262971204446793
"755","Short-term",1,0.265053244414045
"756","Short-term",1,0.262793016404738
"757","Short-term",1,0.269033425176963
"758","Short-term",1,0.264347079225669
"759","Short-term",1,0.26086617647474
"760","Short-term",1,0.271444715746263
"761","Short-term",1,0.265167396345312
"762","Short-term",1,0.257101206600058
"763","Short-term",1,0.270308072534202
"764","Short-term",1,0.251354595670402
"765","Short-term",1,0.267940877428784
"766","Short-term",1,0.259392642345192
"767","Short-term",1,0.263274440624337
"768","Short-term",1,0.267407833500441
"769","Short-term",1,0.266488066507476
"770","Short-term",1,0.267412798979273
"771","Short-term",1,0.264063795116998
"772","Short-term",1,0.241055720985725
"773","Short-term",1,0.236502894847441
"774","Short-term",1,0.265852842185395
"775","Short-term",1,0.270302641921065
"776","Short-term",1,0.266423502193738
