,F/FMSY,Year,Scenario,SSB/SSBMSY,SSBCI_Lower,SSBCI_Upper,FCI_Lower,FCI_Upper,CatchCI_Lower,CatchCI_Upper,RCI_Lower,RCI_Upper,OM,Rho,Frequency,HCR,SSB,SSBest,F_full,Fest,R,Rest,Catchsim,Catchest,REESSB,REEF,rhoSSB
1,0.407502686,2019,1,0.170461471,4278.680045,4278.680045,0.070661992,0.078444282,205.3970278,227.3605722,2254075.1,2474807.51,1,2,1,1,4278.680045,1921.993,0.074239729,0.1707761,2355081.168,673145.8,215.5089273,216.8433,4.160674624,326.7839659,NA
2,0.455072773,2020,1,0.188201226,4721.658302,4722.752914,0.079587184,0.088797124,280.3912338,310.6139954,3719368.457,4045717.229,1,2,1,1,4722.159191,2580.555,0.084437274,0.1759238,3894280.567,1206441,296.130701,294.4178,13.58801255,-33.14645797,0.116133048
3,0.667225853,2021,1,0.275805219,5793.322938,5823.592186,0.117249657,0.12862728,502.4610304,543.32655,3355017.755,3646564.42,1,2,1,1,5809.750578,3315.778,0.122734648,0.2304455,3514836.354,1153769,528.3308344,530.0314,-7.92623262,-54.45223872,0.161892527
4,0.785656753,2022,1,0.324491244,6791.153447,6869.699229,0.13764566,0.150541038,681.7297477,731.0081681,4871348.794,5259163.238,1,2,1,1,6826.740111,4049.886,0.143548286,0.2473848,5070596.245,1683373,706.5340734,709.4195,23.78479261,-41.1955973,0.200487443
5,1.224543017,2023,1,0.389418447,7689.945663,7850.789065,0.214170414,0.232192665,1055.493952,1131.080311,5119150.191,5596568.199,1,2,1,1,7772.043056,4634.185,0.222005939,0.3734969,5333389.674,1800475,1089.079074,1108.484,7.89181695,-64.00358718,0.24128635
6,1.424161076,2024,1,0.418627171,8226.453637,8497.026155,0.251750243,0.271253406,1271.279751,1363.861243,5602579.144,6123050.767,1,2,1,1,8367.698914,4962.853,0.259626789,0.4319717,5812091.236,1955272,1321.873524,1319.352,28.1802691,-44.55860906,0.286724168
7,1.687941894,2025,1,0.467827579,8573.688408,8871.667638,0.292100299,0.319241502,1537.809969,1653.127485,4359673.682,4671887.477,1,2,1,1,8723.361959,5338.184,0.308248931,0.5044271,4500225.844,1487562,1594.503179,1600.507,22.63645974,-56.46987119,0.328873414
8,2.04629701,2026,1,0.502829599,9253.77629,9637.315529,0.357110506,0.386465411,1906.381623,2050.121496,4469232.651,4828587.183,1,2,1,1,9458.66353,5589.069,0.373311894,0.6289366,4623995.015,1518782,1967.86626,1981.015,14.31069155,-39.20223094,0.377562001
9,1.461530129,2027,1,0.609211208,9693.803114,10078.23064,0.255619925,0.276827639,1464.306432,1566.199073,5428451.392,5809818.534,1,2,1,1,9883.434104,5187.873,0.267514661,0.4648409,5560120.223,1767810,1515.360071,1518.334,8.878442608,-25.54025056,0.581477255
10,1.761531938,2028,1,0.589282262,9374.653606,9756.925448,0.303856924,0.340188343,1790.722592,1909.642452,3201004.7,3527791.952,1,2,1,1,9604.631345,5298.524,0.321900714,0.5769017,3319405.09,1089827,1843.635428,1860.364,-5.40934583,-25.63485893,0.731460933
11,1.098542287,2029,1,0.67495718,9573.621423,9971.058976,0.193247731,0.210120959,1123.969879,1231.571247,3407065.638,3692116.246,1,2,1,1,9748.566305,4895.394,0.201681051,0.3780883,3542056.21,1148534,1180.899291,1180.79,-8.864436716,5.255090504,0.689536038
12,1.327925649,2030,1,0.660982908,9297.968146,9721.374801,0.230317206,0.255251451,1414.409136,1538.193379,3059609.134,3364508.553,1,2,1,1,9485.008703,5181.886,0.243085948,0.439683,3199901.988,1105076,1479.112424,1481.311,-10.24884091,-18.97540207,0.604255408
13,1.039984043,2031,1,0.687573244,9586.133758,10052.10033,0.184120202,0.197180734,1094.115763,1194.249746,2867213.082,3101818.068,1,2,1,1,9789.984997,5087.529,0.190696629,0.3350061,2998484.36,1084466,1137.94997,1157.837,-14.81560279,-2.656773576,0.522581291
14,1.268887801,2032,1,0.664779029,9240.249619,9690.447483,0.21970026,0.242083724,1303.67631,1404.943759,2580820.908,2770023.918,1,2,1,1,9447.683227,5309.348,0.234897248,0.3922194,2675401.161,1026726,1356.888784,1372.282,-8.752749052,-21.07208681,0.432226036
15,1.090353205,2033,1,0.646054895,8980.933855,9487.562565,0.19024145,0.207810276,1059.987922,1130.542533,2500823.57,2699829.124,1,2,1,1,9228.041263,5094.373,0.198707111,0.3192237,2577152.783,1079162,1096.281881,1096.028,-7.110219437,-13.3152601,0.356558444
16,1.315909342,2034,1,0.60105661,8384.860319,8729.481835,0.227526242,0.246999866,1210.612563,1307.325678,3376821.346,3646331.745,1,2,1,1,8569.527224,5098.223,0.241278948,0.3542596,3506795.26,1620163,1259.344497,1264.542,-7.260040914,-22.11013272,0.301339748
17,1.096187452,2035,1,0.572685624,7979.328363,8369.664153,0.196568798,0.207214856,962.9322207,1025.629416,3590513.621,3882569.86,1,2,1,1,8137.660794,5174.679,0.200428917,0.2635137,3716383.52,1913597,990.7194152,992.7135,-2.975912936,-13.4305799,0.258197108
18,1.303398418,2036,1,0.531686214,7423.716193,7775.68563,0.232225436,0.245794749,1059.437742,1124.104908,3593130.616,3863902.837,1,2,1,1,7575.961316,5629.93,0.237887356,0.2684678,3725967.004,2009817,1086.119552,1092.065,-10.81936204,-16.65110393,0.262062239
19,1.025128032,2037,1,0.495286921,7349.586182,7682.859439,0.182165641,0.19237327,833.1554151,917.7331417,2720305.854,2972052.284,1,2,1,1,7528.654489,6502.335,0.187106484,0.1890343,2849490.281,1645218,881.5046244,876.4563,-10.10199069,-2.776383456,0.256699303
20,1.177749251,2038,1,0.5029698,7376.268678,7710.579524,0.205955674,0.223274498,1011.061401,1088.911119,2754281.024,3058394.493,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-15.68457661,-11.43361724,0.292198138
21,0.939999754,2039,1,0.532947042,7754.752883,8129.475683,0.165212327,0.177621376,826.4638043,891.5074329,2323906.337,2553816.9,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-19.62143078,2.777471011,0.283283771
22,1.105477369,2040,1,0.527887118,7716.709473,8054.472081,0.194098242,0.20864012,NA,NA,2456399.601,2708776.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.229640916,2019,2,0.146371335,3552.202183,3552.202183,0.040390703,0.043800526,117.6635339,127.4290544,1524241.107,1770918.982,1,2,1,2,3552.202183,4014.465,0.042067513,0.04180622,1660768.431,1637218,122.4618653,122.8333,-26.93822405,991.1569562,NA
24,0.200564763,2020,2,0.164014939,3977.320582,3978.543857,0.035526011,0.038189985,145.7059921,156.9341526,1676410.861,1933470.625,1,2,1,2,3977.997621,5524.908,0.03697947,0.03705785,1783464.532,1790065,151.7592249,152.2526,1.437580199,11.66392685,-0.000451108
25,0.20111486,2021,2,0.258966149,5454.875248,5474.576582,0.035525941,0.038190078,200.6787922,213.7657216,2280670.701,2673825.792,1,2,1,2,5465.974709,7448.316,0.036979468,0.03665847,2460739.333,2466414,206.6706685,207.2712,-26.69474078,11.66404902,0.000283516
26,0.294405221,2022,2,0.346237735,7306.42723,7397.446469,0.052649759,0.056065779,402.1779871,429.0722257,2501392.624,2822831.189,1,2,1,2,7349.920258,9954.768,0.054175363,0.05387511,2653861.968,2613042,415.7111144,418.85695,2.368349459,-34.61423604,0.0045836
27,0.293763875,2023,2,0.459388638,9730.854995,9937.341373,0.052649763,0.056065765,549.294733,583.8970808,2494524.051,2928792.437,1,2,1,2,9823.8588,13390.68,0.054175532,0.05371342,2688177.944,2730986,563.6453323,569.5368,-24.56265577,-34.61431363,-0.007894501
28,0.526229386,2024,2,0.616758613,13006.04296,13474.927,0.093439806,0.100128529,1147.530139,1231.770895,2778543.05,3199683.036,1,2,1,2,13192.73633,16165.645,0.097106153,0.096119395,2963177.407,2954525.5,1181.654369,1194.2745,2.925400245,-45.44009303,-0.006954571
29,0.525132732,2025,2,0.753203558,15780.60686,16297.75957,0.093439726,0.100129058,1351.102567,1434.562008,2467651.398,2832411.578,1,2,1,2,16040.42068,18607.34,0.097105002,0.09538469,2674046.025,2632796,1390.121164,1404.7215,-15.13677384,-45.44014417,-0.007791205
30,0.736994162,2026,2,0.866899706,18261.02307,18895.23843,0.13320424,0.138457062,2136.637152,2255.856404,2637720.601,2966661.098,1,2,1,2,18588.4001,21707.455,0.135982986,0.13450935,2780761.795,2740046.5,2178.805708,2186.0475,2.050421923,-28.56722605,-0.005254334
31,0.737323401,2027,2,1.059442226,21446.25105,22208.53799,0.133205891,0.138457635,2353.507203,2475.602397,2754815.796,3164783.966,1,2,1,2,21837.80281,23949.765,0.13598283,0.13448985,2938651.991,2981395,2426.947048,2445.8925,-11.8695317,-28.56881471,-0.003730631
32,0.75783558,2028,2,1.153158466,23483.99983,24436.13266,0.136348585,0.141904889,2638.331635,2794.754261,2413600.248,2806218.23,1,2,1,2,23886.19368,25847.105,0.138502507,0.1383151,2561803.517,2560832,2718.09057,2718.3575,2.020644435,-4.726262763,-0.000623988
33,0.759481374,2029,2,1.361842474,25258.36988,26181.99781,0.136349932,0.141905904,2824.396774,2954.258804,2538258.364,2930426.569,1,2,1,2,25787.18234,27233.455,0.138503015,0.1383589,2758771.939,2793474,2894.43022,2883.3795,-4.702604922,-4.726260986,-0.000412535
34,0.765264216,2030,2,1.427586455,26844.21722,27928.46433,0.137585435,0.143511226,3020.716321,3176.53022,2522134.184,2935639.239,1,2,1,2,27361.28545,28376.515,0.14099188,0.13858615,2719950.448,2654999,3095.057517,3091.947,1.297301494,-2.897439459,0.002318031
35,0.763583599,2031,2,1.471958305,27955.37823,29041.42125,0.13758263,0.143511542,3127.247483,3241.784229,2676412.25,3171199.885,1,2,1,2,28577.27994,29028.635,0.140993548,0.13903725,2964330.638,2856234,3183.942665,3164.9275,-3.206629622,-2.901855849,0.002160708
36,0.763903947,2032,2,1.516783412,28349.63239,29548.32931,0.136400427,0.144056991,3164.631004,3338.558086,2591351.389,3126662.436,1,2,1,2,29030.5138,29527.56,0.140101502,0.13912295,2813763.019,2730203.5,3235.930233,3250.281,0.59887265,-1.361013302,-0.004256343
37,0.764428814,2033,2,1.434408238,28980.74652,30100.20924,0.136400452,0.144061496,3222.142242,3363.655595,2640869.411,3082348.685,1,2,1,2,29573.04772,29788.9,0.140105361,0.1377578,2862657.75,2842179,3278.197438,3307.575,-1.460517145,-1.364367674,-0.000687795
38,0.752159662,2034,2,1.445959608,29387.47821,30582.68087,0.135402432,0.142949144,3259.27238,3411.715422,2523613.935,2922618.718,1,2,1,2,29813.82081,30027.66,0.138987234,0.13741355,2733371.404,2702950.5,3331.540442,3307.764,-0.300042186,-0.042500185,0.007255897
39,0.755410944,2035,2,1.360905051,29400.37537,30783.24146,0.135402755,0.142951758,3270.784761,3455.742325,2621655.979,2996900.527,1,2,1,2,30129.16304,30477.015,0.138980975,0.1383512,2822865.654,2856996,3358.477686,3351.249,-0.838266345,-0.044167026,0.00462822
40,0.74843431,2036,2,1.37211168,29653.74776,30946.24984,0.133046327,0.141861361,3230.127913,3450.875493,2616142.116,3037775.441,1,2,1,2,30311.80619,30536.24,0.137583618,0.1375784,2842912.17,2709162.5,3321.458081,3364.8825,-0.853330472,0.116261386,0.002205807
41,0.746138471,2037,2,1.298977761,29768.9895,31122.47533,0.133046392,0.141861702,3285.119648,3464.786899,2584033.81,3043804.077,1,2,1,2,30359.61911,30386.96,0.137581867,0.1370856,2793157.551,2680939,3380.739656,3388.613,-1.568213589,0.116087131,0.003096546
42,0.74263381,2038,2,1.312013714,29802.87347,31343.9324,0.132957709,0.14065163,3289.743852,3467.839063,2606414.975,3088498.177,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.922363982,-0.642772758,0.001632108
43,0.744302264,2039,2,1.23571028,30115.30337,31473.77335,0.132957146,0.140651514,3331.647948,3481.933192,2595340.032,2990336.432,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.799007561,-0.642842093,-0.000688486
44,0.738819135,2040,2,1.233751816,30394.82699,31931.68678,0.132616697,0.139724069,NA,NA,2692819.607,3099177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.711707749,2019,3,0.146372286,3552.202183,3552.202183,0.127578459,0.134470521,358.7693161,377.1123725,1353723.736,1578553.7,1,2,1,3,3552.202183,3979.129,0.130782847,0.13124695,1449991.582,1450512,367.5713063,364.646,-25.42098214,242.1337958,NA
46,0.697958084,2020,3,0.163980367,3976.474986,3977.589918,0.124592804,0.131840836,462.3461617,483.8689943,1624200.503,1941227.613,1,2,1,3,3976.952378,5143.8205,0.128564925,0.12951255,1788379.496,1760980.5,475.3823576,473.94595,4.017433561,-2.892937326,0.00764924
47,0.69754426,2021,3,0.244602266,5151.596477,5182.412145,0.124592369,0.131842605,603.8070998,632.5516415,2042750.366,2505364.903,1,2,1,3,5168.722739,6579.2845,0.128565362,0.1296705,2240753.257,2246080,619.5544295,612.59635,-19.8471356,-2.894465862,0.008311488
48,0.689369652,2022,3,0.311852492,6522.04109,6635.769717,0.123260216,0.13086338,768.6307416,811.0455101,2695240.089,3117761.252,1,2,1,3,6572.758454,8425.1285,0.126951015,0.1265842,2857681.771,2841123,789.8557913,784.87975,4.786554502,-2.111916653,0.000629958
49,0.692384642,2023,3,0.394230039,8289.417824,8540.43951,0.123260449,0.130862322,1011.29192,1058.031111,2744683.644,3228987.57,1,2,1,3,8413.842161,11054.975,0.126952555,0.12646605,2949238.786,2960744,1033.011954,1042.1555,-19.35075243,-2.112542021,0.01066923
50,0.689682,2024,3,0.517230102,10917.04521,11376.51926,0.123452872,0.129713132,1213.527103,1274.911739,2561787.66,3029650.944,1,2,1,3,11159.32233,13416.135,0.127065238,0.1262254,2800230.324,2759043,1251.209159,1244.248,3.966560397,-3.594556592,0.011995623
51,0.689289296,2025,3,0.628704242,13280.87771,13877.21259,0.123459358,0.129714152,1459.89048,1554.585864,2642465.207,3096107.039,1,2,1,3,13652.39657,16021.84,0.127065203,0.12695505,2848775.428,2856520,1503.601305,1503.2255,-14.16982146,-3.594671386,0.010433406
52,0.693495519,2026,3,0.74510137,15731.26234,16476.52207,0.125079838,0.130981448,1786.972573,1882.626088,2549847.577,3012399.733,1,2,1,3,16114.67205,19104.045,0.127566121,0.1288524,2791721.188,2797457.5,1837.847366,1834.045,4.164020575,-5.834435564,0.006673121
53,0.694087366,2027,3,0.925897018,18502.33339,19533.08312,0.125079842,0.130980567,2046.942692,2169.167352,2777800.643,3125974.006,1,2,1,3,18999.68923,21721.18,0.12756766,0.1279047,2934877.587,2993168,2099.65145,2092.197,-11.54419054,-5.834621564,0.01061338
54,0.720380024,2028,3,1.053569833,21404.71928,22278.71695,0.128594346,0.136390504,2362.800284,2523.801496,2812179.735,3240597.606,1,2,1,3,21840.49896,23715.695,0.132646854,0.132945,2992953.588,3029086,2437.758415,2442.013,3.187286748,-7.94027107,0.009508854
55,0.720390691,2029,3,1.26124085,23465.21541,24498.86157,0.128593898,0.136390976,2573.534763,2737.253643,2548224.409,2915817.268,1,2,1,3,23959.15158,25843.445,0.132645065,0.1327071,2779839.404,2750899,2664.462902,2669.6775,-6.989405011,-7.939522088,0.011071262
56,0.738280511,2030,3,1.36977765,25584.96035,26691.28197,0.13311808,0.140079505,2968.277198,3109.916585,2552314.491,3071973.996,1,2,1,3,26087.04875,27879.405,0.136459905,0.1365494,2836666.124,2838617,3030.939827,3027.738,3.647821974,-7.677567452,0.004871791
57,0.740789113,2031,3,1.43610177,27334.57241,28640.83163,0.133118868,0.14008013,3112.331332,3257.695081,2649819.849,3037866.873,1,2,1,3,27903.86357,29365.88,0.136460053,0.13639745,2846698.142,2751343.5,3171.352614,3184.557,-3.555102375,-7.678105893,0.002559629
58,0.766297988,2032,3,1.491921567,28376.50236,30197.78554,0.137136655,0.144622002,3211.308267,3419.286942,2700607.744,3189073.63,1,2,1,3,29210.84674,30120.325,0.140906819,0.1401488,2928457.592,2872017,3317.555394,3319.281,3.169016905,-7.13661182,0.009866475
59,0.766381332,2033,3,1.424535009,29240.3198,31227.01291,0.137136999,0.144621515,3290.418028,3450.190064,2615869.591,2939984.468,1,2,1,3,30492.72502,30682.145,0.140906211,0.1397926,2766063.895,2823784.5,3370.335943,3373.061,0.667279747,-7.137200516,0.015923218
60,0.768977121,2034,3,1.45197218,29800.78231,31674.60379,0.136912943,0.146422954,3348.223327,3542.138119,2660142.935,3044942.708,1,2,1,3,30662.38691,30509.095,0.141694728,0.13984255,2857335.503,2813689,3453.510486,3436.6225,1.668032357,-2.724742458,0.014440791
61,0.770750691,2035,3,1.348703107,29797.9604,32026.37504,0.136910937,0.146426114,3336.831212,3537.241299,2707980.299,3228678.704,1,2,1,3,30999.58056,31009.7,0.14169562,0.13794385,2947538.266,2885427,3432.148291,3440.8485,0.811134194,-2.723977491,0.013959162
62,0.757660853,2036,3,1.350620171,30076.42148,32081.65809,0.134208585,0.144096888,3326.504344,3506.769994,2601766.651,3036557.527,1,2,1,3,31075.55113,31298.365,0.139881182,0.13720675,2821716.711,2719549.5,3410.530179,3414.2225,1.185378207,-2.011256532,0.013107851
63,0.758213418,2037,3,1.289968186,30425.94648,32030.34206,0.134211505,0.144097518,3369.162131,3509.122463,2491245.997,2906333.392,1,2,1,3,31222.11611,31199.82,0.139883827,0.13655695,2663865.803,2413989,3432.840868,3452.6725,0.547663528,-2.011587851,0.011962318
64,0.750905776,2038,3,1.294549237,30624.70144,32090.90244,0.133661512,0.141364661,3276.464893,3441.87814,2773243.311,3223340.786,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,-0.342730377,-0.502237788,0.011343483
65,0.751925608,2039,3,1.21042181,30441.47351,32314.16814,0.133660905,0.141363603,3302.735854,3463.136584,2846507.898,3331896.349,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,-1.486143019,-0.502267644,0.013141022
66,0.725326649,2040,3,1.219705345,30955.16518,32472.76295,0.130045563,0.136656826,NA,NA,2584424.99,2968305.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.999296508,2019,4,0.146351691,3552.202183,3552.202183,0.177791284,0.188500364,489.9269728,517.3589344,1450850.056,1652241.58,1,2,1,4,3552.202183,4030.024,0.183645321,0.1780585,1553667.544,1584178.5,505.171201,504.2836,-26.76240354,145.6751379,NA
68,0.777633645,2020,4,0.163987949,3976.956636,3977.955336,0.138152117,0.147474856,489.9230727,517.3665318,1569710.274,1840426.106,1,2,1,4,3977.466508,5074.8165,0.143017016,0.13803495,1720359.616,1709048.5,505.1781587,506.90555,2.120596662,27.97652289,3.39E-05
69,0.776836729,2021,4,0.236024861,4994.798971,5047.491715,0.13815168,0.147477888,635.948573,666.2650625,1956245.682,2310246.794,1,2,1,4,5020.783992,6545.2415,0.143017104,0.1395586,2136802.149,2169115,651.1288139,653.43425,-20.16217864,27.97463811,-0.000956439
70,0.315343263,2022,4,0.304189879,6381.063098,6497.639514,0.056056986,0.060152718,354.1210024,371.079533,2581514.787,2905213.346,1,2,1,4,6438.782597,8408.761,0.057970555,0.056771085,2706000.551,2737107.5,362.01114,362.5939,2.461126023,135.8880553,-0.002036634
71,0.316760792,2023,4,0.384529237,8094.556001,8355.005417,0.056056995,0.060152687,493.3335924,516.3600055,2535581.636,2946207.61,1,2,1,4,8252.265114,11561.54,0.057970539,0.057054975,2760044.33,2758385,504.9054568,509.83155,-19.88338369,135.8923591,-0.002266136
72,0.247479016,2024,4,0.528049924,11085.00248,11539.71515,0.043821265,0.046889221,486.1497705,514.1941768,2608068.095,3092763.898,1,2,1,4,11337.52703,14448.22,0.045661458,0.04446352,2853004.994,2886964,500.6933498,494.09455,2.806165676,21.41995985,-0.004361952
73,0.247726789,2025,4,0.663714739,13989.98721,14703.72261,0.043821264,0.046889165,612.0855055,644.4619666,2679714.899,3158961.175,1,2,1,4,14353.74912,17853.37,0.04566147,0.044705785,2848062.891,2918179.5,628.0233453,629.0722,-17.79179587,21.41999893,-0.004924028
74,0.220624621,2026,4,0.826594396,17206.81494,18161.65537,0.038681622,0.04259823,696.023564,737.5337913,2813911.424,3233493.039,1,2,1,4,17706.90541,22101.985,0.040378355,0.03978472,2979510.129,3085123.5,717.1368113,719.93945,3.421625421,6.804194237,-0.001230991
75,0.220314475,2027,4,1.057635482,21053.59358,22226.62487,0.038681622,0.042598521,833.5642894,881.4936283,2642001.244,3020870.315,1,2,1,4,21511.9823,26309.93,0.040378433,0.039986245,2819629.39,2882232.5,859.8013833,859.09245,-16.2161017,6.804264694,-0.002313205
76,0.224007011,2028,4,1.254420335,25189.00009,26877.2941,0.039497549,0.043174189,996.8195839,1057.424975,2443357.981,2928020.949,1,2,1,4,26070.91788,30488.205,0.040937087,0.040639555,2686088.91,2729993.5,1027.170373,1028.738,3.624055692,-5.338534717,0.003797075
77,0.223349287,2029,4,1.589743441,29411.34373,30983.57495,0.039497614,0.043175023,1145.602635,1206.18978,2621830.257,2970412.635,1,2,1,4,30277.961,34711.245,0.040936957,0.040402625,2787871.21,2764547,1171.545856,1169.1115,-10.19679305,-5.338903619,-0.003118732
78,0.254577575,2030,4,1.775088492,33868.50535,35388.74861,0.044747265,0.048731452,1428.827297,1517.531655,2474304.024,2938722.336,1,2,1,4,34728.89587,38502.505,0.046923253,0.044954835,2657140.175,2745503,1474.295203,1476.431,3.590598232,-14.55792775,-0.003409382
79,0.254577435,2031,4,1.932492368,37158.24841,39038.44933,0.044747276,0.048731401,1552.031553,1638.347428,2684741.348,3095722.557,1,2,1,4,38237.59447,41033.145,0.046923292,0.04556465,2869057.148,2922020,1584.072801,1597.495,-6.220349106,-14.5579154,-0.002135406
80,0.323004873,2032,4,2.061035789,39771.87402,41793.1732,0.056538481,0.06293663,2044.169216,2153.987778,2640288.377,3185469.363,1,2,1,4,40984.51235,43447.745,0.059520727,0.05850358,2935727.999,2857116.5,2093.746851,2094.5675,3.979900507,-24.55637016,-0.00547174
81,0.323113934,2033,4,2.022193056,41721.50064,43867.47533,0.056538574,0.062936481,2096.094537,2211.83352,2601156.859,3054032.21,1,2,1,4,42700.80886,44883.165,0.059520367,0.05808598,2821259.302,2923358.5,2147.11012,2160.3855,-1.194942469,-24.55628645,-1.97E-05
82,0.438498101,2034,4,2.070750045,42519.29779,45103.81792,0.075710261,0.085025216,2844.233315,3011.390365,2569808.788,3062454.46,1,2,1,4,43601.97492,46067.585,0.08119158,0.079537455,2868295.87,2951213.5,2903.595885,2922.3505,3.431655841,-29.84012601,-0.001733681
83,0.437715422,2035,4,1.947441086,43567.54184,45949.73029,0.075709462,0.085023042,2848.209556,2978.882072,2516914.554,2878637.275,1,2,1,4,44756.76996,45805.655,0.081193974,0.07902407,2669119.263,2778437.5,2902.316943,2887.836,2.328083873,-29.840065,-0.00020527
84,0.607823557,2036,4,1.92050028,43201.23521,45369.64098,0.106632532,0.115374661,3644.305094,3826.575866,2859121.602,3289848.015,1,2,1,4,44126.89425,45338.465,0.11172834,0.10977905,3055705.201,3248317,3741.121238,3742.418,3.702923482,-28.332428,0.000168013
85,0.60809569,2037,4,1.80380628,42486.05455,44873.04106,0.106632539,0.115374569,3487.134978,3690.350013,2621618.738,3113683.572,1,2,1,4,43736.02159,44367.66,0.111726136,0.10804985,2824160.289,2790336,3584.951881,3589.6045,5.299262001,-28.3340937,0.005999956
86,0.699264786,2038,4,1.741587586,41025.31059,43945.72745,0.124779897,0.131721098,4055.634746,4267.925905,2721556.076,3149583.034,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3.337801032,-21.65560119,0.008832966
87,0.699030576,2039,4,1.586102526,40033.08994,42301.99339,0.124780202,0.131721102,3867.809588,4064.752667,2619932.264,3079422.742,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,6.147433982,-21.65527294,0.012268752
88,0.75387682,2040,4,1.512103848,37988.56652,40639.12959,0.13460804,0.141936948,NA,NA,2743354.498,3188503.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.385280232,2019,5,0.170572657,4278.680045,4278.680045,0.067867295,0.074918377,197.6552248,217.440315,2633350.636,3278798.491,3,2,1,1,4278.680045,1637.649,0.070884074,0.1908389,2940624.423,735532,206.0438106,210.2315,2.303945465,367.9846868,NA
90,0.312932913,2020,5,0.188535687,4723.539129,4726.739905,0.055312542,0.061156598,197.6654329,217.4455176,2918008.741,3604634.871,3,2,1,1,4725.0629,2212.754,0.0577476,0.1402788,3235808.63,858728.1,206.0508243,208.4482,7.58588422,-1.14685586,0.113569427
91,0.313362315,2021,5,0.278416275,5847.971732,5878.284224,0.055312526,0.061156774,253.4525709,280.4384024,3774483.762,4368380.374,3,2,1,1,5862.774681,2994.9695,0.057746797,0.1276412,4075204.128,1145952.5,264.9578601,265.15855,-14.13374646,-1.148214892,0.164028084
92,0.467536018,2022,5,0.335971699,7065.629371,7223.094809,0.081590666,0.089766995,466.6721307,503.0702218,4162808.065,4777894.464,3,2,1,1,7138.638155,4064.8145,0.085869563,0.1730267,4406588.619,1389579,482.7943339,486.9477,17.31657319,-52.11181139,0.208124067
93,0.4682051,2023,5,0.422866393,8581.704076,8926.435509,0.081591216,0.089768446,527.1420603,562.3735029,4871242.815,5662544.618,3,2,1,1,8750.123394,4922.667,0.085870158,0.15880175,5289613.95,1700320,544.3235143,544.9007,-3.641791991,-52.11065912,0.237991138
94,0.986668473,2024,5,0.482672617,9700.507378,10184.44758,0.170483776,0.189752781,1181.796069,1264.616024,4754971.367,5606725.618,3,2,1,1,9951.101115,6180.0635,0.18150976,0.3168229,5101340.049,1765325.5,1220.030671,1246.4445,30.17785185,-70.30637716,0.266156136
95,0.987908012,2025,5,0.574490112,11146.10667,11809.03114,0.170489779,0.189754202,1305.262466,1373.802454,5095719.441,6044156.383,3,2,1,1,11498.40661,6848.8865,0.18150983,0.3039982,5419732.7,1899036.5,1349.687866,1352.1565,13.65017698,-70.30580802,0.294095211
96,1.630624883,2026,5,0.62586226,12147.09513,12875.63229,0.288809082,0.306769224,2122.067303,2357.7886,4583777.615,5572471.377,3,2,1,1,12552.3471,7872.941,0.296678249,0.47530195,5071505.95,1756608,2218.225094,2227.3785,32.18375274,-61.86878199,0.327269849
97,1.631705422,2027,5,0.75233196,13346.6433,14154.04372,0.288807867,0.30676769,2155.327926,2317.44345,4842269.388,5641465.158,3,2,1,1,13738.90155,7799.167,0.296672236,0.468874,5244070.53,1794840,2241.41685,2252.207,23.08480147,-61.86768347,0.464266737
98,1.86715731,2028,5,0.738330341,13245.45561,14139.70815,0.326347894,0.35609443,2557.466579,2778.437282,4623285.911,5382410.41,3,2,1,1,13686.22798,7947.1775,0.339266806,0.55556435,4990087.697,1753936,2653.313751,2701.3445,17.80634282,-43.14765619,0.620962543
99,1.867265462,2029,5,0.768666848,13003.99072,14042.78584,0.326339768,0.356102658,2404.481056,2582.606444,4787310.834,5531092.854,3,2,1,1,13476.66623,7511.104,0.339262863,0.558853,5072288.617,1762066,2497.05211,2510.628,15.03114908,-43.1487385,0.725196333
100,1.691824148,2030,5,0.757089468,12782.68347,13786.94829,0.293032955,0.320860897,2190.075423,2400.642685,4892652.418,5861077.038,3,2,1,1,13264.31007,7249.969,0.310497184,0.52517075,5345958.327,1901693.5,2309.84548,2301.9025,-8.104311859,-3.873164952,0.778232375
101,1.701012828,2031,5,0.689606636,12425.51181,13427.96156,0.293031392,0.320865965,2145.982999,2324.719185,4885129.607,5731722.502,3,2,1,1,12952.36238,7169.992,0.310496341,0.527209,5156545.033,1890157,2229.487863,2255.0515,-6.901128375,-3.873733926,0.744879608
