,REEF,Year,Scenario
1,748.4331115,2019,1
2,NA,2020,1
3,-48.17226451,2021,1
4,NA,2022,1
5,-59.49800274,2023,1
6,NA,2024,1
7,-40.53489748,2025,1
8,NA,2026,1
9,-10.07876885,2027,1
10,NA,2028,1
11,0.38266519,2029,1
12,NA,2030,1
13,-3.164099405,2031,1
14,NA,2032,1
15,-6.742954395,2033,1
16,NA,2034,1
17,-4.406048022,2035,1
18,NA,2036,1
19,-2.188090068,2037,1
20,NA,2038,1
21,1.005374429,2039,1
